"k","sil_width"
2,0.425299299358987
3,0.420243418938408
4,0.328537370774365
5,0.35615703568217
6,0.360994485163309
7,0.323967808369225
8,0.322203939931086
9,0.333370071720418
10,0.284508817369827
11,0.288879830901231
12,0.299518771109977
13,0.301536604910633
14,0.30208733612707
15,0.310913826677726
16,0.314938654559254
17,0.316425797425403
18,0.324444029965879
