"res_1_min","res_2_min","res_3_min","res_4_min","res_5_min","res_6_min","res_7_min","res_8_min","res_9_min","res_10_min","upper_weber_stor_min","upper_ogden_stor_min","lower_stor_min","total_res_min","current_res_min","moderate_max","severe_max","extreme_max","SA1_max","SA2_max","SA3_max","SA4_max","SA5_max","SA6_max","SA7_max","SA8_max","SA9_max","SA10_max","SA11_max","SA12_max","SA13_max","SA14_max","SA15_max","SA16_max","SA17_max","SA18_max","SA19_max","SA20_max","upper_weber_short_max","upper_ogden_short_max","lower_short_max","system_max","k_2","k_3","k_4","k_5","k_6","k_7","k_8","k_9","k_10","k_11","k_12","k_13","k_14","k_15","k_16","k_17","k_18"
8350,61140.42546,73940,21353.97345,51200,3459.544358,1875.859386,185709.5898,Inf,Inf,216103.97345,5335.403744,185709.5898,407327.788994,407327.788994,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-Inf,0,0,0,0,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6303.539584,49961.79572,29045.22241,19274.94418,28708.81834,1000,9.999998897,161271.5603,Inf,Inf,133544.684476,1009.999998897,161271.5603,328084.133174897,328084.133174897,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,2591.612652,0,746.198901,0,0,0,0,0,-Inf,0,3337.811553,0,3337.81155300001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6555.626204,61195.72899,58986.43229,22250.98812,36583.60069,6016.454775,6872.392588,221302.1831,Inf,Inf,185572.376294,12888.847363,221302.1831,419763.406757,419763.406757,0,0,0,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,0,-Inf,0,0,-Inf,0,0,0,-Inf,0,0,-Inf,-Inf,0,0,0,0,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
747.3613109,2120,9.999999926,2500,3089.999994,1000,7.621144618,20491.22861,Inf,Inf,8471.000011,1007.621144618,20491.22861,31305.654765618,31305.654765618,61898.338,70101.9725,30602.150234382,-Inf,7233.026981,9.4835497,0,0,0,1320,2300,0,0,6685.084173,5908.72823,5848,4806,16400,874.782033,5492,1881,0,-Inf,10853.026981,13974.195705,23935.282033,47014.7377193,2,3,3,3,3,3,8,8,8,8,8,8,8,8,8,8,8
747.3613109,2119.999997,9.999999988,2500,3090,1000,7.621144618,15738.61455,Inf,Inf,8467.3613115,1007.621144618,15738.61455,26390.560599385,26390.560599385,61898.338,70101.9725,35600.21928872,-Inf,124.831928,127,0,1382.0048106,0,0,1811.1081195,0,6064.458701,9122.812443,4728.08374,5848,4806,16400,856.748291,5492,2736,0,-Inf,17262.2028452,13724.002918,23913.004981,54408.3850332,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
8341.881804,61203.92626,73940,14824.68824,31944.03689,3286.937999,17075.28126,178169.3509,Inf,Inf,190298.572064,20362.219259,178169.3509,388830.142223,388830.142223,0,0,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,0,-Inf,0,-Inf,0,0,1,1,1,1,1,1,1,1,10,10,10,10,10,10,16,16,16
8350,61045.51499,73940,21462.38541,51200,3553.606532,34223.38881,207682.3918,Inf,Inf,216212.38541,37776.995342,207682.3918,461671.772552,461671.772552,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-Inf,0,0,0,0,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8350,61168.35915,73940,22172.25689,51200,4695.12567,52451.5505,226817.137,Inf,Inf,216922.25689,57146.67617,226817.137,500886.07006,500886.07006,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-Inf,0,0,0,0,1,1,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6
747.3613109,44382.81083,9.999999926,13765.03927,4567.769539,1000,9.999998897,26219.54917,Inf,Inf,67977.535984926,1009.999998897,26219.54917,95475.324323823,95475.324323823,49526.244,28340.285676177,0,-Inf,2335.532368,0,0,0,0,966.6164402,1625.7178317,0,0,0,4808.05353,4045.734855,4806,0,0,0,1197,0,-Inf,2370.298776,11914.182325,1197,13213.8346367,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3532.460635,47824.3798,19729.51108,18554.55341,21549.90186,1000,13709.83937,198076.3834,Inf,Inf,111444.806211,14709.83937,198076.3834,324231.028981,324231.028981,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,3457.280645,0,0,0,0,0,0,0,-Inf,0,3457.280645,0,3457.28064500001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3800.352584,50719.4526,29231.11183,19268.90644,28050.65248,1000,16582.72292,205908.2041,Inf,Inf,135026.835324,17582.72292,205908.2041,358517.762344,358517.762344,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,2673.284732,0,0,0,0,0,0,0,-Inf,0,2673.284732,0,2673.284732,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
750.9999999,25329.95848,9.999999926,10984.58019,3719.06572,1000,7.621144618,25029,Inf,Inf,41467.654241,1007.621144618,25029,69900.80617298,69900.80617298,56081.578,49281.696675394,0,-Inf,2593.367864,0,0,0,0,349.085884,2023.7541179,0,0,0,4927.327516,5848,4806,0,0,0,1197,0,-Inf,3565.4006469,13916.652106,1197,15779.28902,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5
750.9999998,43483.55958,9.999999926,17136.43301,3090,1000,9.999998897,28378.45457,Inf,Inf,64915.380059926,1009.999998897,28378.45457,99262.86023705,99262.86023705,49526.244,18234.533971177,0,-Inf,2636.245541,0,0,0,0,1113.2619979,1734.0395985,0,0,0,4875.966956,3534.642287,4806,0,0,0,0,0,-Inf,2882.2054717,11502.273608,0,13649.1176795,2,2,2,2,2,7,7,7,7,7,7,7,14,14,14,14,14
8255.613839,53115.71377,41328.12228,20002.33774,8290.708981,2251.513408,10.00000005,81468.2696,Inf,Inf,130992.49661,2261.51340805,81468.2696,214722.27961805,214722.27961805,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,0,239.0435752,267,0,0,0,0,0,-Inf,0,506.0435752,0,506.043575199998,1,1,1,1,1,1,1,1,10,10,10,10,10,10,16,16,16
7783.108722,51137.64851,34400.09691,19417.08566,13904.95413,1000,9.999998897,179443.6482,Inf,Inf,131477.440829,1009.999998897,179443.6482,319121.29385605,319121.29385605,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,2578.184829,275.9998624,267,0,0,0,0,0,-Inf,0,2578.184829,0,2578.18482900001,1,1,1,1,1,1,1,1,10,10,10,10,10,10,10,10,10
7814.823583,57906.84734,59894.44008,20945.60267,29553.11606,3538.062098,22743.60406,231251.8397,Inf,Inf,183104.036473,30519.164971,231251.8397,463472.148231,463472.148231,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-Inf,0,0,0,0,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
751,45277.91087,281.3584817,17702.64273,18476.78678,1000,9.999998897,157666.9271,Inf,Inf,82489.6988617,1009.999998897,157666.9271,248021.06224905,248021.06224905,0,0,0,-Inf,1122.578801,0,0,0,0,0,0,0,0,0,4724.004773,2313.501251,4806,0,0,0,0,0,-Inf,1122.578801,10136.658513,0,10178.335764,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
751.0000062,45553.65381,2054.540451,17178.76208,19744.76913,1000,9.999998897,117064.0815,Inf,Inf,89338.011963,1009.999998897,117064.0815,224641.64252805,224641.64252805,0,0,0,-Inf,149.956447,0,0,0,0,0,0,0,0,0,4639.929527,3440.867371,4806,0,0,0,0,0,-Inf,149.956446999997,11122.446003,0,11122.446003,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7159.422221,52898.94186,42191.29259,19695.1314,34594.15446,1000.000001,40869.3752,216646.4988,Inf,Inf,156538.942531,41869.375201,216646.4988,415054.816532,415054.816532,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,1635.406798,0,0,0,0,0,0,0,-Inf,0,1635.406798,0,1635.406798,1,1,1,1,1,1,1,1,10,10,12,12,12,12,12,12,12
751.0000056,45727.27852,3557.345739,16476.37737,19269.14273,1000,9.999998897,122379.8259,Inf,Inf,87095.0995085,1009.999998897,122379.8259,230738.79453705,230738.79453705,0,0,0,-Inf,619.385532,0,0,0,0,0,0,0,0,0,4685.335767,3443.367661,4806,0,0,0,0,0,-Inf,619.385532,11098.824968,0,11098.824968,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3930.242065,47984.35742,18461.97484,18324.88201,25001.2885,1000,7985.19942,191841.2212,Inf,Inf,113945.209594,8985.19942,191841.2212,314771.630214,314771.630214,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,4371.126211,0,0,0,0,0,0,0,-Inf,0,4371.126211,0,4371.126211,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7679.999131,53292.74402,44378.85103,19859.61602,35197.8344,1000.000001,5142.178192,200868.3337,Inf,Inf,160409.044601,8547.109001,200868.3337,388241.386352,388241.386352,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,1498.093152,0,0,0,0,0,0,0,-Inf,0,1498.093152,0,1498.093152,1,1,1,1,1,1,1,1,10,10,10,10,10,10,10,10,10
3579.822373,47852.56254,20121.90017,18420.27758,25276.94322,1000,9.999998897,182021.0888,Inf,Inf,115626.382685,1009.999998897,182021.0888,315774.56472805,315774.56472805,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,4273.661445,211.4133943,3957.7335597,0,0,0,0,0,-Inf,0,6687.4421227,0,6687.4421227,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
750.9999998,45143.1381,9.999999926,16262.19616,8569.662047,1000,9.999998897,49581.20337,Inf,Inf,71828.193116926,1009.999998897,49581.20337,131599.28048005,131599.28048005,41692.277004177,0,0,-Inf,2478.181726,0,0,0,0,134.950314,1689.7546769,0,0,0,4820.680038,5046.8644632,4806,0,0,0,0,0,-Inf,2613.13204,12972.1614622,0,13326.1840259,2,2,2,2,2,7,7,7,7,7,7,7,14,14,14,14,14
6852.116168,50552.35587,33559.07061,19162.68703,20219.31133,1000,9.999998897,190925.7846,Inf,Inf,130608.298339,1009.999998897,190925.7846,329523.042437897,329523.042437897,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,2530.274936,161.2433891,267,0,0,0,0,0,-Inf,0,2530.274936,0,2530.274936,1,1,1,1,1,1,1,1,10,10,10,10,10,10,10,10,10
6596.970553,49737.09068,24401.60759,19173.66924,23102.47041,1000,9.999998897,182768.1154,Inf,Inf,123227.270972,1009.999998897,182768.1154,314935.553570897,314935.553570897,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,2747.504267,233.6141259,4743.19099263,0,0,0,0,0,-Inf,0,7490.69525963,0,7490.69525963,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5107.364725,48241.07363,15763.85811,18776.35175,18059.75339,1000,9.999998897,170245.1746,Inf,Inf,106140.618583,1009.999998897,170245.1746,286365.26670905,286365.26670905,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,2866.627018,1646.743312,4806,0,0,0,0,0,-Inf,0,9319.37033,0,9319.37033000001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3248.508997,46802.11325,10242.03744,18114.75691,18821.00056,1000,9.999998897,169916.053,Inf,Inf,97424.289748,1009.999998897,169916.053,276161.75507805,276161.75507805,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,4493.560552,286.4987493,3727.720583,0,0,0,0,0,-Inf,0,6274.198345,0,6274.198345,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
750.9999998,44965.04366,9.999999926,15761.44003,18674.17086,1000,9.999998897,103049.4712,Inf,Inf,82418.965199926,1009.999998897,103049.4712,197609.30024805,197609.30024805,0,0,0,-Inf,2128.006486,0,0,0,0,659.7903508,0,0,0,0,4698.197172,3859.429421,4806,0,0,0,0,0,-Inf,2128.006486,11714.210514,0,11837.123563,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
8341.881804,61189.12045,71369.72102,20855.87014,44131.68511,3250.5567,7956.184661,201098.2215,Inf,Inf,205895.207194,11206.741361,201098.2215,418200.170055,418200.170055,0,0,0,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,0,-Inf,0,0,-Inf,0,0,0,-Inf,0,0,0,-Inf,0,0,0,0,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
880.0655419,45456.0754,9.999999926,15973.63328,17909.32388,1000,9.999998897,129916.8329,Inf,Inf,80232.949287626,1009.999998897,129916.8329,218558.55322695,218558.55322695,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,4641.202236,3392.164925,4806,0,0,0,0,0,-Inf,0,11198.515028,0,11198.515028,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
750.9999999,36956.1919,9.999999926,14436.46228,15862.6239,1000,9.999998897,42668.28965,Inf,Inf,68904.248725126,1009.999998897,42668.28965,122255.95639965,122255.95639965,49526.244,185.947065977001,0,-Inf,4477.702237,0,0,0,0,1320,2040,0,0,0,4877.175082,5016.0711888,4806,0,0,0,0,0,-Inf,5797.702237,12987.4739058,0,14767.4739058,2,2,2,2,2,7,7,7,7,7,7,7,14,14,14,14,14
7718.481357,57831.37752,59646.84937,20940.66716,43512.12112,3516.677529,75466.57961,231251.8397,Inf,Inf,189649.496527,78983.257139,231251.8397,499884.593366,499884.593366,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-Inf,0,0,0,0,1,1,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6
6809.709941,50481.65877,30206.07466,19232.84463,29171.92356,1000,10869.9354,205908.2041,Inf,Inf,136159.352397,11869.9354,205908.2041,353937.491897,353937.491897,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,2556.199207,0,0,0,0,0,0,0,-Inf,0,2556.199207,0,2556.199207,1,1,1,1,1,1,1,1,10,10,10,10,10,10,10,10,10
7909.067119,51241.82418,36070.08956,19484.22357,30664.16789,1000,21232.0731,205908.2041,Inf,Inf,145621.006239,22232.0731,205908.2041,373761.283439,373761.283439,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,2570.228025,0,0,0,0,0,0,0,-Inf,0,2570.228025,0,2570.228025,1,1,1,1,1,1,1,1,10,10,10,10,10,10,10,10,10
1473.156165,46258.83683,8313.942993,18220.33745,22378.11078,1000,13655.26099,185608.5271,Inf,Inf,96867.448973,15131.36308,185608.5271,304086.831553,304086.831553,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,4436.773127,0,0,0,0,0,0,0,-Inf,0,4436.773127,0,4436.77312699999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5303.061218,51437.46793,37995.34548,19149.19746,32425.98149,1000,34902.53851,202562.45,Inf,Inf,146311.053578,35902.53851,202562.45,384776.042088,384776.042088,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,4028.963862,0,0,0,0,0,0,0,-Inf,0,4028.963862,0,4028.963862,1,1,1,1,1,1,1,1,10,10,12,12,12,12,12,12,12
5340.328112,48885.02059,22566.25099,18645.65827,25778.2159,1000,9.999998897,161619.2198,Inf,Inf,121442.992567,1009.999998897,161619.2198,292745.25147305,292745.25147305,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,3344.66419,1837.53597,4806,0,0,0,0,0,-Inf,0,9347.676334,0,9347.676334,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8341.881804,60413.53642,73940,20978.88338,47500.88616,3276.812073,1424.143368,196088.1166,Inf,Inf,211175.187764,4700.955441,196088.1166,411964.259805,411964.259805,0,0,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,0,-Inf,0,-Inf,0,0,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
750.9999999,36638.89727,9.999999926,15266.98759,11046.57477,1000,9.999998897,62857.7546,Inf,Inf,67616.613929926,1009.999998897,62857.7546,140955.58163405,140955.58163405,28303.546231177,0,0,-Inf,4220.474423,0,0,0,0,1320,0,0,0,0,4976.644383,4017.033396,4806,0,0,0,0,0,-Inf,5540.474423,12140.892917,0,12967.421791,2,2,2,2,2,7,7,7,7,7,7,7,7,7,7,7,7
5505.954247,49870.57344,29612.18483,19198.55873,28592.57036,1000,3862.072735,197688.7102,Inf,Inf,133326.819343,6187.715286,197688.7102,341765.836134,341765.836134,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,2426.394596,0,0,0,0,0,0,0,-Inf,0,2426.394596,0,2426.394596,1,1,1,1,1,1,1,1,10,10,10,10,10,10,10,10,10
3206.463495,47365.10273,14920.60896,18406.68262,24484.42577,1000,9.999998897,168380.6641,Inf,Inf,108622.063241,1009.999998897,168380.6641,285698.756339897,285698.756339897,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,3828.357899,1882.683858,4806,0,0,0,0,0,-Inf,0,9361.345339,0,9361.34533900001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8350,61175.07806,73940,21060.16312,51200,3332.944428,19234.60699,208624.7095,Inf,Inf,215810.16312,22567.551418,208624.7095,447002.424038,447002.424038,0,0,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,0,-Inf,0,-Inf,0,0,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
5202.916753,49006.10738,21494.51481,16861.10757,26139.15065,1000,2537.512628,177240.2763,Inf,Inf,118945.351848,4034.05347,177240.2763,307613.998618,307613.998618,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,3821.267649,0,0,0,0,0,0,0,-Inf,0,3821.267649,0,3821.267649,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2369.161595,45983.91446,6413.495129,17700.68409,21608.68424,999.9999964,9.999998897,161278.4768,Inf,Inf,94263.140828,1009.999998897,161278.4768,263817.31654205,263817.31654205,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,4533.008594,2023.626074,4806,0,0,0,0,0,-Inf,0,9746.895125,0,9746.895125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
750.9999999,36900.20336,9.999999926,15705.84409,10536.42474,1000,9.999998897,88660.53156,Inf,Inf,69972.888079926,1009.999998897,88660.53156,176385.101359897,176385.101359897,0,0,0,-Inf,5421.761299,0,0,0,0,1320,1621.1426856,0,0,0,4893.551755,3711.273607,4806,0,0,0,0,0,-Inf,6741.761299,11674.727069,0,12867.9562356,2,2,2,2,2,7,7,7,7,7,7,7,7,7,7,7,7
1609.704515,45478.67065,4807.810645,17879.04099,15690.30446,1000,9.999998897,162665.7087,Inf,Inf,85465.53126,1009.999998897,162665.7087,249141.239958897,249141.239958897,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,4627.138889,2225.57594,4806,0,0,0,0,0,-Inf,0,10039.084369,0,10039.084369,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
750.9999998,45131.23682,9.999999926,16607.9294,9372.600073,1000,9.999998897,112325.1107,Inf,Inf,73611.005839926,1009.999998897,112325.1107,193984.11241305,193984.11241305,0,0,0,-Inf,2595.435205,0,0,0,0,217.2984705,1558.8718832,0,0,0,4861.692482,3654.370929,4806,0,0,0,0,0,-Inf,2812.7336755,11592.277467,0,11928.724455,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
5133.170019,49373.10198,28748.35796,19237.08179,28447.87433,1000,5025.049503,198172.9171,Inf,Inf,131215.616979,6871.873334,198172.9171,343995.694413,343995.694413,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,2485.634793,0,0,0,0,0,0,0,-Inf,0,2485.634793,0,2485.634793,1,1,1,1,1,1,1,1,10,10,10,10,10,10,10,10,10
750.9999999,35082.67667,9.999999988,14156.77382,11727.60261,1000,7.621144618,52908.28218,Inf,Inf,61728.053099988,1007.621144618,52908.28218,120837.30800698,120837.30800698,46338.860185394,0,0,-Inf,5054.80894,0,0,0,0,1320,2040,0,0,0,5070.609781,5848,4806,0,0,0,0,0,-Inf,6374.80894,13969.331144,0,16025.286252,2,2,2,2,2,7,7,7,7,7,7,7,14,14,14,14,14
750.9999998,45714.16274,9.999999926,17442.79383,21481.35663,1000,9.999998897,140966.8984,Inf,Inf,85605.031556626,1009.999998897,140966.8984,235125.04039435,235125.04039435,0,0,0,-Inf,1908.186027,0,0,0,0,714.9216753,0,0,0,0,4621.309267,3488.51853,4806,0,0,0,0,0,-Inf,1908.186027,11167.838241,0,11167.838241,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
750.9999999,44403.53565,9.999999926,17225.46182,19244.85977,1000,9.999998897,136187.7911,Inf,Inf,81760.606073026,1009.999998897,136187.7911,227083.817071923,227083.817071923,0,0,0,-Inf,3192.396706,0,0,0,0,1037.9686407,0,0,0,0,4657.7225,3640.550932,4806,0,0,0,0,0,-Inf,4230.3653467,11398.33601,0,11398.33601,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
750.9999998,45363.12542,9.999999926,17325.22045,8313.305896,1000,9.999998897,124286.0691,Inf,Inf,77297.402036926,1009.999998897,124286.0691,209471.67191545,209471.67191545,0,0,0,-Inf,2105.504429,0,0,0,0,791.5550227,0,0,0,0,4690.326494,3828.086042,4806,0,0,0,0,0,-Inf,2105.504429,11627.749694,0,11627.749694,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
8350,58224.4908,65691.40926,20678.15982,24428.10944,3444.508292,2144.23467,195000.2084,Inf,Inf,177372.16932,5588.742962,195000.2084,377961.120682,377961.120682,0,0,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,0,-Inf,0,-Inf,0,0,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3501.607829,47058.23847,12029.69334,17894.13636,23125.9301,1000,9.999998897,155807.5406,Inf,Inf,104168.750091,1009.999998897,155807.5406,269815.61295405,269815.61295405,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,4262.806397,1965.753822,4806,0,0,0,0,0,-Inf,0,9621.330995,0,9621.330995,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4516.626744,48562.40686,20901.45596,18549.0882,26224.29133,1000,9.999998897,183376.7059,Inf,Inf,119003.790257,1009.999998897,183376.7059,303390.496155897,303390.496155897,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,3482.116976,0,509.562138,0,0,0,0,0,-Inf,0,3482.116976,0,3482.116976,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4759.922613,61253.86204,49400.53054,21531.5383,34047.76955,6097.159439,6772.967903,212306.7885,Inf,Inf,170993.623043,12870.127342,212306.7885,396170.538885,396170.538885,0,0,0,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,0,-Inf,0,0,-Inf,0,0,0,-Inf,0,0,-Inf,-Inf,0,0,0,0,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1501.914073,46290.26322,6435.698303,17760.0136,21204.76465,1000,9.999998897,179321.1693,Inf,Inf,93412.976008,1009.999998897,179321.1693,273744.145306897,273744.145306897,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,4478.495907,185.792357,4806,0,0,0,0,0,-Inf,0,7771.573465,0,7771.57346499999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
750.9999999,41644.87731,9.999999926,15490.16854,9515.679129,1000,9.999998897,72518.60532,Inf,Inf,67990.440018926,1009.999998897,72518.60532,176746.070374897,176746.070374897,0,0,0,-Inf,3168.835053,0,0,0,0,1320,1287.2461194,0,0,0,4902.149877,3872.698385,4806,0,0,0,0,0,-Inf,4488.835053,11836.989766,0,12241.21455,2,2,2,2,2,7,7,7,7,7,7,7,7,7,7,7,7
8350,55347.7126,52546.89075,20320.82938,33152.8742,3539.148374,7643.475127,200007.6826,Inf,Inf,169718.30693,11182.623501,200007.6826,380908.613031,380908.613031,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-Inf,0,0,0,0,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8266.406803,53006.15994,49625.7354,19637.37278,33139.38233,1000,9.999998897,197925.7934,Inf,Inf,167172.584014,1009.999998897,197925.7934,367876.5412785,367876.5412785,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,2037.485293,0,0,0,0,0,0,0,-Inf,0,2037.485293,0,2037.48529300001,1,1,1,1,1,1,1,1,10,10,10,10,10,10,10,10,10
8350,61260,73940,22289.39294,51200,7829.580038,104102.4856,247302,Inf,Inf,217039.39294,111932.065638,247302,576273.458578,576273.458578,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-Inf,0,0,0,0,1,1,4,4,6,6,6,6,6,6,6,13,13,13,13,13,13
2647.864691,47441.27717,15167.83783,17903.16226,23810.21131,1000,9.999998897,150067.9195,Inf,Inf,107242.01391,1009.999998897,150067.9195,267209.97948205,267209.97948205,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,4356.978293,3311.161058,4806,0,0,0,0,0,-Inf,0,10647.182236,0,10647.182236,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8007.404095,57674.79861,58543.04089,20454.98031,37432.38307,3317.121835,1499.640158,197812.0363,Inf,Inf,182447.084684,4816.761993,197812.0363,385075.882977,385075.882977,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-Inf,0,0,0,0,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4440.818975,48945.40792,24802.71157,18795.64599,27482.80986,1000,9.999998897,187890.1439,Inf,Inf,124749.720502,1009.999998897,187890.1439,320960.364600897,320960.364600897,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,2617.384276,186.4644785,267,0,0,0,0,0,-Inf,0,2617.384276,0,2617.384276,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
747.3613109,44519.54033,9.999999926,14485.86196,8211.346438,1000,9.999998897,40995.37521,Inf,Inf,71120.375857926,1009.999998897,40995.37521,119825.85001905,119825.85001905,48835.320213177,0,0,-Inf,992.556167,0,0,0,0,0,1742.7879829,0,0,0,4825.87513,4798.867864,4806,0,0,0,0,0,-Inf,1742.7879829,12763.039503,0,14505.8274859,2,2,2,2,2,7,7,7,7,7,7,7,14,14,14,14,14
8341.881804,61171.73195,73940,21103.69335,31580.63773,4276.650399,10191.82705,209838.5448,Inf,Inf,196137.944834,14468.477449,209838.5448,420444.967083,420444.967083,0,0,0,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,0,-Inf,0,0,-Inf,0,0,0,-Inf,0,0,0,-Inf,0,0,0,0,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
7040.935969,51021.29619,33772.80562,19081.31057,30087.31606,1000,9.999998897,189142.4049,Inf,Inf,141360.359945,1009.999998897,189142.4049,337768.09904905,337768.09904905,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,2438.779569,58.1348262,267,0,0,0,0,0,-Inf,0,2438.779569,0,2438.77956900001,1,1,1,1,1,1,1,1,10,10,10,10,10,10,10,10,10
