"res_1_min","res_2_min","res_3_min","res_4_min","res_5_min","res_6_min","res_7_min","res_8_min","res_9_min","res_10_min","upper_weber_stor_min","upper_ogden_stor_min","lower_stor_min","total_res_min","current_res_min","moderate_max","severe_max","extreme_max","SA1_max","SA2_max","SA3_max","SA4_max","SA5_max","SA6_max","SA7_max","SA8_max","SA9_max","SA10_max","SA11_max","SA12_max","SA13_max","SA14_max","SA15_max","SA16_max","SA17_max","SA18_max","SA19_max","SA20_max","upper_weber_short_max","upper_ogden_short_max","lower_short_max","system_max","k_2","k_3","k_4","k_5","k_6","k_7","k_8","k_9","k_10","k_11","k_12","k_13","k_14","k_15","k_16","k_17","k_18"
4710.810457,48449.41019,19154.21375,18231.39286,19241.56226,1000,9.999998897,161205.2226,Inf,Inf,110017.841502,1009.999998897,161205.2226,280728.38302005,280728.38302005,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,4388.533854,2053.337979,4806,0,0,0,0,0,-Inf,0,9555.866723,0,9555.866723,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8341.881804,60303.85258,73788.1848,21098.82697,42409.07635,3288.787334,1551.560551,197637.8272,Inf,Inf,205941.822504,4840.347885,197637.8272,408419.997589,408419.997589,0,0,0,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,0,-Inf,0,0,-Inf,0,0,0,-Inf,0,0,0,-Inf,0,0,0,0,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8168.946248,52472.11748,38562.41482,19332.0519,31522.65916,1000,9.999998897,192965.2248,Inf,Inf,150239.24336,1009.999998897,192965.2248,344214.468158897,344214.468158897,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,2519.236715,0,436.812073,0,0,0,0,0,-Inf,0,2956.048788,0,2956.048788,1,1,1,1,1,1,1,1,10,10,10,10,10,10,10,10,10
5555.861378,49459.70044,27032.89995,18890.95972,28104.28734,1000,9.999998897,189421.6459,Inf,Inf,129300.610048,1009.999998897,189421.6459,325479.908346897,325479.908346897,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,2568.702298,67.7509639,267,0,0,0,0,0,-Inf,0,2568.702298,0,2568.702298,1,1,1,1,1,1,1,1,10,10,10,10,10,10,10,10,10
2863.116476,46600.46477,9853.248001,18020.0463,21157.29158,1000,9.999998897,162108.8099,Inf,Inf,98696.849677,1009.999998897,162108.8099,261815.659575897,261815.659575897,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,4569.581546,2150.396648,4806,0,0,0,0,0,-Inf,0,9797.245343,0,9797.245343,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3061.220752,52244.51567,37966.23633,19724.16992,28965.04976,1000.000001,7083.114087,189366.3959,Inf,Inf,150399.363062,13058.479167,189366.3959,352824.238129,352824.238129,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,1798.276431,0,0,0,0,0,0,0,-Inf,0,1798.276431,0,1798.27643100001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1644.741915,45876.46336,5741.56006,17911.12308,21019.89138,1000,9.999998897,161844.1979,Inf,Inf,92395.056813,1009.999998897,161844.1979,263626.96289005,263626.96289005,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,4556.309836,2210.415159,4806,0,0,0,0,0,-Inf,0,9879.277092,0,9879.277092,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7706.513144,50942.03139,31612.45506,19333.12067,25373.38963,1000,9.999998897,199931.4956,Inf,Inf,135206.568596,1009.999998897,199931.4956,336148.064194897,336148.064194897,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,2629.40507,0,0,0,0,0,0,0,-Inf,0,2629.40507,0,2629.40506999999,1,1,1,1,1,1,1,1,10,10,10,10,10,10,10,10,10
8341.881804,61211.50327,73940,21118.64906,51200,3308.172228,1929.184643,205706.2869,Inf,Inf,215817.914164,5237.356871,205706.2869,426761.557935,426761.557935,0,0,0,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,0,-Inf,0,0,-Inf,0,0,0,-Inf,0,0,0,-Inf,0,0,0,0,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3041.736224,47102.11562,14314.37253,16593.32326,17957.85973,1000,9.999998897,123559.5606,Inf,Inf,99238.772019,1009.999998897,123559.5606,230650.58297105,230650.58297105,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,4474.28639,3109.951729,4806,0,0,0,0,0,-Inf,0,10633.350142,0,10633.350142,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
8350,61260,73940,22510,39119.21682,7620.870336,33969.6159,247302,Inf,Inf,205179.21682,41590.486236,247302,494071.703056,494071.703056,0,0,0,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,0,-Inf,0,0,-Inf,0,0,0,-Inf,0,0,-Inf,-Inf,0,0,0,0,1,1,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6
5438.686642,48419.03667,23035.70721,18948.01532,24146.83796,1000,9.999998897,183912.9614,Inf,Inf,123422.126167,1009.999998897,183912.9614,310901.48554949,310901.48554949,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,2727.034102,285.9958393,2334.354246,0,0,0,0,0,-Inf,0,5061.388348,0,5061.38834799999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
751,35803.66449,9.999999988,15062.46578,11764.6872,1000,7.621144618,72055.91768,Inf,Inf,63391.817469988,1007.621144618,72055.91768,145645.72450098,145645.72450098,27599.696435394,0,0,-Inf,7258.89598,0,0,0,0,1320,2040,0,0,0,5010.176493,5848,4806,0,0,0,0,0,-Inf,8578.89598,13860.343898,0,16168.006737,2,2,2,2,2,7,7,7,7,7,7,7,7,7,7,7,7
8350,56570.15691,59243.42033,20524.14409,31131.29488,3326.390879,18446.70099,200265.9524,Inf,Inf,175819.01621,21773.091869,200265.9524,397858.060479,397858.060479,0,0,0,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,0,-Inf,0,0,-Inf,0,0,0,-Inf,0,0,0,-Inf,0,0,0,0,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2840.214093,46691.41357,12002.92875,18451.58079,21169.2901,1000,9.999998897,160781.7214,Inf,Inf,101368.536838,1009.999998897,160781.7214,272134.77440905,272134.77440905,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,3466.668617,2817.02527,4806,0,0,0,0,0,-Inf,0,10416.769795,0,10416.769795,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6660.354582,50673.67432,34287.91329,19366.10947,30118.93169,1000,10795.35091,197799.7676,Inf,Inf,141388.584227,13094.658293,197799.7676,358013.521867,358013.521867,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,2446.469149,0,0,0,0,0,0,0,-Inf,0,2446.469149,0,2446.469149,1,1,1,1,1,1,1,1,10,10,10,10,10,10,10,10,10
8341.881804,59997.25924,73668.99644,20955.57601,46659.90861,3322.194894,1493.861059,198626.8321,Inf,Inf,209623.622104,4816.055953,198626.8321,413066.510157,413066.510157,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-Inf,0,0,0,0,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2530.760185,45953.60957,5764.134817,16365.26426,12267.32293,1000,9.999998897,107884.2492,Inf,Inf,91109.699667,1009.999998897,107884.2492,220233.36406705,220233.36406705,0,0,0,-Inf,0,0,0,0,0,0,270.480148,0,0,0,4601.018187,3424.011615,4806,0,0,0,0,0,-Inf,270.480148000002,11277.549102,0,11277.549102,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
8341.881805,55382.8039,48060.3029,20064.23179,21169.39419,2211.32799,10.00000005,179545.0697,Inf,Inf,153018.614585,2221.32799005,179545.0697,334785.01227505,334785.01227505,0,0,0,-Inf,0,0,0,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,-Inf,241.9494088,267,0,0,0,0,0,-Inf,0,508.9494088,0,508.949408799999,1,1,1,1,1,1,1,1,10,10,10,10,10,10,10,10,10
8339.998298,55550.86514,52424.90137,19697.35227,38939.40224,1000,9.999998897,164311.5141,Inf,Inf,174962.52102,1009.999998897,164311.5141,347142.76921705,347142.76921705,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,2321.412518,957.9366,4806,0,0,0,0,0,-Inf,0,8085.349118,0,8085.349118,1,1,1,1,1,1,1,1,10,10,10,10,10,10,10,10,10
8350,61260,73940,22510,51200,7870,81948.57467,247302,Inf,Inf,217260,89818.57467,247302,554380.57467,554380.57467,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-Inf,0,0,0,0,1,1,4,4,6,6,6,6,6,6,6,13,13,13,13,13,13
8350,56169.1582,51447.60919,19718.48657,37773.02344,1000,15548.79937,205908.2041,Inf,Inf,173458.2774,16548.79937,205908.2041,395915.28087,395915.28087,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,2243.544734,0,0,0,0,0,0,0,-Inf,0,2243.544734,0,2243.544734,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
7724.455246,53411.72138,43664.92568,19895.27978,35086.84767,1000.000001,44744.737,216646.4988,Inf,Inf,159783.229756,45744.737001,216646.4988,422174.465557,422174.465557,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,1503.431155,0,0,0,0,0,0,0,-Inf,0,1503.431155,0,1503.431155,1,1,1,1,1,1,1,1,10,10,12,12,12,12,12,12,12
8350,61260,73940,22510,48555.02781,6196.568283,27489.15794,247302,Inf,Inf,214615.02781,33685.726223,247302,495602.754033,495602.754033,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-Inf,0,0,0,0,1,1,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6
2804.161849,46638.26003,9203.158859,18311.97849,23018.9774,1000,20378.48746,191719.2137,Inf,Inf,100185.279642,21743.05954,191719.2137,318408.460882,318408.460882,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,3838.173352,0,0,0,0,0,0,0,-Inf,0,3838.173352,0,3838.173352,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5674.411513,49283.14672,25302.17864,19114.35965,27647.29462,1000,9.999998897,197633.9292,Inf,Inf,127258.897718,1009.999998897,197633.9292,333606.101516897,333606.101516897,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,2655.73412,216.1600155,267,0,0,0,0,0,-Inf,0,2655.73412,0,2655.73411999999,1,1,1,1,1,1,1,1,10,10,10,10,10,10,10,10,10
7507.021732,53151.80239,44278.37505,19947.02266,35119.46354,1000.000001,20119.68043,216646.4988,Inf,Inf,160003.685372,21119.680431,216646.4988,397769.864603,397769.864603,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,1527.639492,0,0,0,0,0,0,0,-Inf,0,1527.639492,0,1527.639492,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
5308.423858,48793.1297,20616.56951,18794.25517,26468.01539,1000,9.999998897,188449.4006,Inf,Inf,120201.81583,1009.999998897,188449.4006,309661.216428897,309661.216428897,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,2732.125724,1638.052881,4806,0,0,0,0,0,-Inf,0,9176.178605,0,9176.17860499999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8350,56402.18778,59981.77457,19868.17834,41248.12663,1000,12256.77093,201069.079,Inf,Inf,185850.26732,13602.45507,201069.079,405360.92649,405360.92649,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,2276.019487,0,0,0,0,0,0,0,-Inf,0,2276.019487,0,2276.019487,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8350,61260,73940,21674.61201,46128.80139,4052.140774,15828.09909,227007.0673,Inf,Inf,211353.4134,19880.239864,227007.0673,458240.720564,458240.720564,0,0,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,0,-Inf,0,-Inf,0,0,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
7193.392147,57420.04809,58297.4449,20913.76738,43070.71017,3400.12628,49047.76148,231251.8397,Inf,Inf,186895.362687,52447.88776,231251.8397,470595.090147,470595.090147,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-Inf,0,0,0,0,1,1,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6
750.9999999,38052.39705,9.999999926,15308.63216,8212.994702,1000,9.999998897,99912.77622,Inf,Inf,62335.023911926,1009.999998897,99912.77622,170898.19026605,170898.19026605,0,0,0,-Inf,3595.238483,0,0,0,0,1320,0,0,0,0,4972.38714,3973.599326,4806,0,0,0,0,0,-Inf,4915.238483,12043.476743,0,12718.932584,2,2,2,2,2,7,7,7,7,7,7,7,7,7,7,7,7
707.7163237,2120,9.999999988,2500,3004.729851,1000,7.621144618,24188.1381,Inf,Inf,11918.990083,1007.621144618,24188.1381,40376.22007298,40376.22007298,56081.578,61907.805,16432.295117394,-Inf,7593.553136,0,0,0,0,1320,2340,0,0,3141.58063,5971.161974,5848,4806,0,0,490.153065,1197,0,-Inf,12051.304174,13982.805872,1197,18022.466148,2,2,2,5,5,5,5,5,5,11,11,11,11,11,11,11,11
8350,53536.8175,41519.0969,19582.16375,32010.31209,1000,6150.804147,205908.2041,Inf,Inf,154998.39024,7150.804147,205908.2041,368057.398487,368057.398487,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,2491.55011,0,0,0,0,0,0,0,-Inf,0,2491.55011,0,2491.55011,1,1,1,1,1,1,1,1,10,10,10,10,10,10,10,10,10
751.0000049,45277.11682,9.999999926,17431.58696,22882.78133,1000,9.999998897,146408.985,Inf,Inf,87224.981535226,1009.999998897,146408.985,243735.17225495,243735.17225495,0,0,0,-Inf,1182.767264,0,0,0,0,0,0,0,0,0,4732.741146,3382.006881,4806,0,0,0,0,0,-Inf,1182.767264,11183.424431,0,11183.424431,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
8350,56176.86904,58020.39482,19890.95043,41328.29705,1000,8956.865032,205908.2041,Inf,Inf,183766.51134,9956.865032,205908.2041,399631.580472,399631.580472,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,2388.463184,0,0,0,0,0,0,0,-Inf,0,2388.463184,0,2388.46318399999,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8350,61260,73940,22382.16096,45540.27599,5043.276234,8183.13472,238485.03,Inf,Inf,211472.43695,13226.410954,238485.03,463183.877904,463183.877904,0,0,0,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,0,-Inf,0,0,-Inf,0,0,0,-Inf,0,0,-Inf,-Inf,0,0,0,0,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8350,61260,73940,22510,51200,7870,53243.88621,247302,Inf,Inf,217260,61113.88621,247302,525675.88621,525675.88621,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-Inf,0,0,0,0,1,1,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6
6046.085145,49827.29301,27582.82087,19205.00478,28364.12607,1000,8395.199743,205908.2041,Inf,Inf,131279.599709,9395.199743,205908.2041,346583.003552,346583.003552,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,2576.206791,0,0,0,0,0,0,0,-Inf,0,2576.206791,0,2576.206791,1,1,1,1,1,1,1,1,10,10,10,10,10,10,10,10,10
8350,61260,73940,22510,51200,7870,104644.4824,247302,Inf,Inf,217260,112514.4824,247302,577076.4824,577076.4824,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-Inf,0,0,0,0,1,1,4,4,6,6,6,6,6,6,6,13,13,13,13,13,13
5113.613549,48439.07156,17593.97847,18692.21939,25683.20081,1000,18920.61068,197182.7835,Inf,Inf,115728.483604,20420.98964,197182.7835,339934.134144,339934.134144,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,2802.139091,0,0,0,0,0,0,0,-Inf,0,2802.139091,0,2802.139091,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8350,61260,69503.22579,21300.66169,43722.29191,4057.572453,10488.62563,216709.8519,Inf,Inf,204136.17939,14546.198083,216709.8519,435392.229373,435392.229373,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-Inf,0,0,0,0,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3353.911798,46801.08323,10429.60183,18141.46434,11744.04928,1000,9.999998897,152100.8943,Inf,Inf,98095.29576,1009.999998897,152100.8943,258522.91863005,258522.91863005,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,4482.574455,2107.021639,4806,0,0,0,0,0,-Inf,0,9802.199018,0,9802.199018,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6774.42001,50248.63385,28897.84383,19176.38952,12386.24627,1000,9.999998897,176075.3679,Inf,Inf,117726.459527,1009.999998897,176075.3679,303685.70444605,303685.70444605,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,2621.120805,1432.736444,4806,0,0,0,0,0,-Inf,0,8859.857249,0,8859.85724899999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
750.9999999,41636.27963,9.999999926,12093.37229,4444.810743,1000,9.999998897,25029,Inf,Inf,60994.02001328,1009.999998897,25029,88061.69333828,88061.69333828,56081.578,52142.25166172,0,-Inf,3986.608363,0,0,0,0,1320,2040,0,0,0,4997.752456,3918.774081,4806,0,0,0,0,0,-Inf,5306.608363,11886.896129,0,12893.5772603,2,2,2,2,2,7,7,7,7,7,7,7,14,14,14,14,14
908.0614558,10593.03148,17110.29723,2936.036712,6849.38894,5508.66913,6461.676311,40773.73044,Inf,Inf,38396.8158178,11970.345441,40773.73044,91140.8916988,91140.8916988,44828.118,20929.4033012,0,-Inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-Inf,0,0,0,0,2,2,2,2,2,7,7,7,7,7,7,7,14,14,14,17,17
8341.881804,55109.08798,46226.33213,10993.78618,26766.95108,1000,9.999998897,139167.3961,Inf,Inf,164741.26289,1009.999998897,139167.3961,316273.85439305,316273.85439305,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,2378.006076,180.7555195,1330.217228,0,0,0,0,0,-Inf,0,3708.223304,0,3708.223304,1,1,1,1,1,1,1,1,10,10,10,10,10,10,16,16,16
8108.305455,53530.86868,53246.51736,19685.02004,35811.99759,2230.845778,10.00000005,185491.9234,Inf,Inf,170382.709125,2240.84577805,185491.9234,358115.47830305,358115.47830305,0,0,0,-Inf,0,0,0,-Inf,0,0,0,-Inf,0,0,-Inf,296.0987595,267,0,0,0,0,0,-Inf,0,563.0987595,0,563.098759500001,1,1,1,1,1,1,1,1,10,10,10,10,10,10,10,10,10
8350,57132.3274,62409.14175,19918.82723,41545.15061,1000,10743.36822,205908.2041,Inf,Inf,189355.44699,11743.36822,205908.2041,407007.01931,407007.01931,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,2156.464008,0,0,0,0,0,0,0,-Inf,0,2156.464008,0,2156.464008,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8350,61260,73940,22510,51200,7870,33846.63632,247302,Inf,Inf,217260,41716.63632,247302,506278.63632,506278.63632,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-Inf,0,0,0,0,1,1,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6
8350,61260,73940,22510,51200,7870,96382.03377,247302,Inf,Inf,217260,104252.03377,247302,568814.03377,568814.03377,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-Inf,0,0,0,0,1,1,4,4,6,6,6,6,6,6,6,13,13,13,13,13,13
8350,57452.06276,63707.54999,20003.04001,43806.3304,1000,10237.90969,205908.2041,Inf,Inf,193318.98316,11237.90969,205908.2041,410465.09695,410465.09695,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,2205.274041,0,0,0,0,0,0,0,-Inf,0,2205.274041,0,2205.274041,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8350,56401.77552,54371.83366,19774.46003,39903.99259,1000,9.999998897,187120.4364,Inf,Inf,178802.0618,1009.999998897,187120.4364,366932.498198897,366932.498198897,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,2229.75274,0,3358.978731,0,0,0,0,0,-Inf,0,5588.731471,0,5588.73147100001,1,1,1,1,1,1,1,1,10,10,10,10,10,10,10,10,10
4249.118124,48596.87051,22736.17397,18716.68847,26895.74665,1000,9.999998897,191737.159,Inf,Inf,121463.058869,1009.999998897,191737.159,322892.15198305,322892.15198305,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,2909.645634,204.6090111,267,0,0,0,0,0,-Inf,0,2909.645634,0,2909.645634,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
751,35548.26232,9.999999988,14921.41401,16094.33444,1000,9.999998897,98655.42845,Inf,Inf,67385.542199988,1009.999998897,98655.42845,173474.98056105,173474.98056105,0,0,0,-Inf,7710.512385,0,0,0,0,1320,0,0,0,0,5285.028735,4212.396902,4806,0,0,0,0,0,-Inf,9030.512385,12254.198202,0,14315.54112,2,2,2,2,2,7,7,7,7,7,7,7,7,7,7,7,7
7619.673262,51554.087,35560.11248,18768.36521,30273.2293,1000,9.999998897,174521.3386,Inf,Inf,144061.363856,1009.999998897,174521.3386,319592.702454897,319592.702454897,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,3115.743459,445.629271,4806,0,0,0,0,0,-Inf,0,7669.106773,0,7669.10677300001,1,1,1,1,1,1,1,1,10,10,10,10,10,10,10,10,10
750.9999998,45347.71717,9.999999926,16804.81206,9231.634614,1000,9.999998897,124089.1981,Inf,Inf,72333.984686526,1009.999998897,124089.1981,204646.39262575,204646.39262575,0,0,0,-Inf,2200.529382,0,0,0,0,941.0853712,0,0,0,0,4723.563934,3813.140372,4806,0,0,0,0,0,-Inf,2200.529382,11546.274284,0,11546.274284,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3014.417376,47552.43905,16531.499,17913.59916,16170.33022,1000,9.999998897,173114.8412,Inf,Inf,101446.750173,1009.999998897,173114.8412,275571.591371897,275571.591371897,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,4371.401696,0,4650.8941116,0,0,0,0,0,-Inf,0,7209.1128726,0,7209.1128726,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3303.10012,57934.95924,45188.0464,20599.69345,22993.12061,6259.387319,7506.416398,195128.8374,Inf,Inf,150018.91982,13765.803717,195128.8374,358913.560937,358913.560937,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-Inf,0,0,0,0,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
750.9999998,39422.60176,9.999999926,16987.10525,13910.18225,1000,9.999998897,83536.10051,Inf,Inf,71314.379339926,1009.999998897,83536.10051,155860.479848823,155860.479848823,17481.374151177,0,0,-Inf,4259.257472,0,0,0,0,1320,2040,0,0,0,4849.002981,3666.918033,4806,0,0,0,0,0,-Inf,5579.257472,11578.032662,0,13573.8556744,2,2,2,2,2,7,7,7,7,7,7,7,7,7,7,7,7
8350,61163.97307,66733.08382,21471.20506,25213.45445,5272.292903,5449.146682,201100.2431,Inf,Inf,182972.82554,10721.439585,201100.2431,394794.508225,394794.508225,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-Inf,0,0,0,0,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8350,56402.93383,53854.27568,20453.65753,31351.44442,3406.88327,1842.466381,181477.8115,Inf,Inf,170412.31146,5249.349651,181477.8115,357139.472611,357139.472611,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-Inf,0,0,0,0,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8350,57539.33598,62635.09105,20518.5772,40134.37494,3446.56763,2508.75352,167014.0471,Inf,Inf,189177.37917,5955.32115,167014.0471,362146.74742,362146.74742,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-Inf,0,0,0,0,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
7724.455246,51221.349,33134.37972,19341.99088,30048.37959,1000,20975.53011,205908.2041,Inf,Inf,141723.440491,21975.53011,205908.2041,369607.174701,369607.174701,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,2566.400911,0,0,0,0,0,0,0,-Inf,0,2566.400911,0,2566.400911,1,1,1,1,1,1,1,1,10,10,10,10,10,10,10,10,10
7189.72926,50900.66761,32522.06853,19303.49966,29829.03622,1000,22155.82085,205908.2041,Inf,Inf,140010.466705,23155.82085,205908.2041,369074.491655,369074.491655,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,2514.64063,0,0,0,0,0,0,0,-Inf,0,2514.64063,0,2514.64062999999,1,1,1,1,1,1,1,1,10,10,10,10,10,10,10,10,10
2804.161849,46638.26003,9203.158859,18311.97849,23018.9774,1000,20378.48746,191719.2137,Inf,Inf,100185.279642,21743.05954,191719.2137,318408.460882,318408.460882,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,3838.173352,0,0,0,0,0,0,0,-Inf,0,3838.173352,0,3838.173352,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5674.411513,49283.14672,25302.17864,19114.35965,27647.29462,1000,9.999998897,197633.9292,Inf,Inf,127258.897718,1009.999998897,197633.9292,333606.101516897,333606.101516897,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,2655.73412,216.1600155,267,0,0,0,0,0,-Inf,0,2655.73412,0,2655.73411999999,1,1,1,1,1,1,1,1,10,10,10,10,10,10,10,10,10
5308.423858,48793.1297,20616.56951,18794.25517,26468.01539,1000,9.999998897,188449.4006,Inf,Inf,120201.81583,1009.999998897,188449.4006,309661.216428897,309661.216428897,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,2732.125724,1638.052881,4806,0,0,0,0,0,-Inf,0,9176.178605,0,9176.17860499999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5786.980503,49282.07478,23364.58083,18989.20505,27241.234,1000,10671.3755,205908.2041,Inf,Inf,124893.445789,11671.3755,205908.2041,342473.025389,342473.025389,0,0,0,-Inf,0,0,0,0,0,0,0,0,0,0,2691.673135,0,0,0,0,0,0,0,-Inf,0,2691.673135,0,2691.673135,1,1,1,1,1,1,1,1,10,10,10,10,10,10,10,10,10
707.7163237,2120,9.999999926,2500,3004.729851,1000,7.621144618,24188.1381,Inf,Inf,11918.990083,1007.621144618,24188.1381,40376.22007298,40376.22007298,56081.578,61907.805,16432.295117394,-Inf,7593.553136,0,0,0,0,1320,2340,0,0,3141.58063,5971.161974,5848,4806,0,0,490.153065,1197,0,-Inf,12051.304174,13982.805872,1197,18022.466148,2,2,2,5,5,5,5,5,5,11,11,11,11,11,11,11,11
751.0000049,45277.11682,9.999999926,17431.58696,22882.78133,1000,9.999998897,146408.985,Inf,Inf,87224.981535226,1009.999998897,146408.985,243735.17225495,243735.17225495,0,0,0,-Inf,1182.767264,0,0,0,0,0,0,0,0,0,4732.741146,3382.006881,4806,0,0,0,0,0,-Inf,1182.767264,11183.424431,0,11183.424431,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
