"","date","base_date","month","year","data","res_1","res_2","res_3","res_4","res_5","res_6","res_7","res_8","res_9","res_10","total_res","current_res","upper_weber","upper_ogden","lower","trigger_deficit","moderate","severe","extreme","trigger_category"
"199",1628-06-01,1628-06-01,"6",1628,"paleo",7600,60000,73940,20020,48110,6870,97526.85368,202275.0506,NA,NA,516341.90428,516341.90428,209670,104396.85368,202275.0506,0,0,0,0,"None"
"200",1629-06-01,1629-06-01,"6",1629,"paleo",7600,60000,73940,20020,48110,6870,64312.41124,202274.9536,NA,NA,483127.36484,483127.36484,209670,71182.41124,202274.9536,0,0,0,0,"None"
"201",1630-06-01,1630-06-01,"6",1630,"paleo",7600,60000,73940,19151.28754,45017.53959,6870,48592.33057,202273.0274,NA,NA,463444.1851,463444.1851,205708.82713,55462.33057,202273.0274,0,0,0,0,"None"
"202",1631-06-01,1631-06-01,"6",1631,"paleo",6293.038841,60000,73940,18399.71746,30550.64039,6870,36918.7494,163953.7904,NA,NA,396925.936491,396925.936491,189183.396691,43788.7494,163953.7904,0,0,0,0,"None"
"203",1632-06-01,1632-06-01,"6",1632,"paleo",2111.036138,60000,39937.29364,15647.9022,10022.11232,4846.860023,40222.73589,84608.1891,NA,NA,257396.129311,257396.129311,127718.344298,45069.595913,84608.1891,122603.870689,40000,60000,22603.870689,"Extreme"
"204",1633-06-01,1633-06-01,"6",1633,"paleo",7600.000003,60438.08789,70046.19414,10795.42293,23962.73734,6870,89059.09936,147563.4407,NA,NA,416334.982363,416334.982363,172842.442303,95929.09936,147563.4407,0,0,0,0,"None"
"205",1634-06-01,1634-06-01,"6",1634,"paleo",7600,60000,73940,14230.92405,33786.2582,6870,44241.98666,197811.5401,NA,NA,438480.70901,438480.70901,189557.18225,51111.98666,197811.5401,0,0,0,0,"None"
"206",1635-06-01,1635-06-01,"6",1635,"paleo",7600.000001,60000,73940,13077.14113,24247.32731,6870,40070.76086,134361.9756,NA,NA,360167.204901,360167.204901,178864.468441,46940.76086,134361.9756,19832.795099,19832.795099,0,0,"Moderate"
"207",1636-06-01,1636-06-01,"6",1636,"paleo",7600.000003,60000,67860.24213,13601.13349,18764.02426,6870,59310.87235,57548.58405,NA,NA,291554.856283,291554.856283,167825.399883,66180.87235,57548.58405,88445.143717,40000,48445.143717,0,"Severe"
"208",1637-06-01,1637-06-01,"6",1637,"paleo",7600.000001,66387.59365,50057.32748,2706.858226,16095.49786,6870,38384.01615,58828.69708,NA,NA,246929.990447,246929.990447,142847.277217,45254.01615,58828.69708,133070.009553,40000,60000,33070.009553,"Extreme"
"209",1638-06-01,1638-06-01,"6",1638,"paleo",7600.000002,34814.47205,42744.62055,1407.038429,10752.06298,6870,39140.2876,48303.54253,NA,NA,191632.024141,191632.024141,97318.194011,46010.2876,48303.54253,188367.975859,40000,60000,88367.975859,"Extreme"
"210",1639-06-01,1639-06-01,"6",1639,"paleo",7600.000003,34706.3398,42395.71991,1542.138237,10548.65255,6870,42262.48594,46480.05303,NA,NA,192405.38947,192405.38947,96792.8505,49132.48594,46480.05303,187594.61053,40000,60000,87594.61053,"Extreme"
"211",1640-06-01,1640-06-01,"6",1640,"paleo",7600,75198.66934,70957.95841,12667.07127,25249.4827,6870,101954.6975,142092.8187,NA,NA,442590.69792,442590.69792,191673.18172,108824.6975,142092.8187,0,0,0,0,"None"
"212",1641-06-01,1641-06-01,"6",1641,"paleo",7600,60000,73940,20020,48110,6870,108320.5966,202275.0506,NA,NA,527135.6472,527135.6472,209670,115190.5966,202275.0506,0,0,0,0,"None"
"213",1642-06-01,1642-06-01,"6",1642,"paleo",7600,60000,73940,20020,48110,6870,106169.4209,202275.0506,NA,NA,524984.4715,524984.4715,209670,113039.4209,202275.0506,0,0,0,0,"None"
"214",1643-06-01,1643-06-01,"6",1643,"paleo",7600,60000,73940,20020,48110,6870,110150,202275.0506,NA,NA,528965.0506,528965.0506,209670,117020,202275.0506,0,0,0,0,"None"
"215",1644-06-01,1644-06-01,"6",1644,"paleo",7600,60000,73940,20020,48110,6870,68467.11065,202275.0506,NA,NA,487282.16125,487282.16125,209670,75337.11065,202275.0506,0,0,0,0,"None"
"216",1645-06-01,1645-06-01,"6",1645,"paleo",7600,60000,73940,18399.71746,41362.29095,6663.302372,41670.21675,188193.9978,NA,NA,437829.525332,437829.525332,201302.00841,48333.519122,188193.9978,0,0,0,0,"None"
"217",1646-06-01,1646-06-01,"6",1646,"paleo",7600.000003,65794.07731,60291.71723,16968.08616,24519.66422,6870,41929.5616,110775.6074,NA,NA,334748.713923,334748.713923,175173.544923,48799.5616,110775.6074,45251.286077,40000,5251.28607700003,0,"Severe"
"218",1647-06-01,1647-06-01,"6",1647,"paleo",7600.000003,60000,73940,17366.84906,26609.05519,6870,94613.8666,140989.0061,NA,NA,427988.776953,427988.776953,185515.904253,101483.8666,140989.0061,0,0,0,0,"None"
"219",1648-06-01,1648-06-01,"6",1648,"paleo",7600,60000,73940,20020,39839.01964,6870,110150,202275.0506,NA,NA,520694.07024,520694.07024,201399.01964,117020,202275.0506,0,0,0,0,"None"
"220",1649-06-01,1649-06-01,"6",1649,"paleo",7600.000001,60000,73940,20020,46094.28625,6870,107475.0625,202275.0506,NA,NA,524274.399351,524274.399351,207654.286251,114345.0625,202275.0506,0,0,0,0,"None"
"221",1650-06-01,1650-06-01,"6",1650,"paleo",7600,60000,73940,20020,48110,6870,110150,202275.0506,NA,NA,528965.0506,528965.0506,209670,117020,202275.0506,0,0,0,0,"None"
"222",1651-06-01,1651-06-01,"6",1651,"paleo",7600,60000,73940,20020,48110,6870,82582.17284,202275.0506,NA,NA,501397.22344,501397.22344,209670,89452.17284,202275.0506,0,0,0,0,"None"
"223",1652-06-01,1652-06-01,"6",1652,"paleo",6858.55662,60000,73940,18399.71746,35464.88067,6192.169909,41331.43282,188193.9978,NA,NA,430380.755279,430380.755279,194663.15475,47523.602729,188193.9978,0,0,0,0,"None"
"224",1653-06-01,1653-06-01,"6",1653,"paleo",7600.000003,63004.45082,60098.66768,16752.45224,17441.78872,6870,38517.2551,116075.7028,NA,NA,326360.317363,326360.317363,164897.359463,45387.2551,116075.7028,53639.682637,40000,13639.682637,0,"Severe"
"225",1654-06-01,1654-06-01,"6",1654,"paleo",7600.000003,68607.46637,69051.40325,11089.61254,23360.58334,6870,82926.54425,127420.0842,NA,NA,396925.693953,396925.693953,179709.065503,89796.54425,127420.0842,0,0,0,0,"None"
"226",1655-06-01,1655-06-01,"6",1655,"paleo",7600.000001,60000,73940,18160.2539,24593.53742,6870,78250.70057,195398.1424,NA,NA,464812.634291,464812.634291,184293.791321,85120.70057,195398.1424,0,0,0,0,"None"
"227",1656-06-01,1656-06-01,"6",1656,"paleo",7600,60000,73940,20020,27980.73224,6870,61934.50254,202275.0506,NA,NA,460620.28538,460620.28538,189540.73224,68804.50254,202275.0506,0,0,0,0,"None"
"228",1657-06-01,1657-06-01,"6",1657,"paleo",7600,60000,73940,20020,33571.92181,6870,69142.72517,202275.0506,NA,NA,473419.69758,473419.69758,195131.92181,76012.72517,202275.0506,0,0,0,0,"None"
"229",1658-06-01,1658-06-01,"6",1658,"paleo",7600,60000,73940,20020,32874.5315,6870,75119.25697,202275.0506,NA,NA,478698.83907,478698.83907,194434.5315,81989.25697,202275.0506,0,0,0,0,"None"
"230",1659-06-01,1659-06-01,"6",1659,"paleo",7600,60000,73940,20020,28090.98124,6870,56161.86137,202274.4139,NA,NA,454957.25651,454957.25651,189650.98124,63031.86137,202274.4139,0,0,0,0,"None"
"231",1660-06-01,1660-06-01,"6",1660,"paleo",7600.000003,60000,73940,20020,26057.50091,6870,55785.50869,159109.6224,NA,NA,409382.632003,409382.632003,187617.500913,62655.50869,159109.6224,0,0,0,0,"None"
"232",1661-06-01,1661-06-01,"6",1661,"paleo",7600.000003,60000,73940,20020,23709.43427,6870,56775.72381,109775.2141,NA,NA,358690.372183,358690.372183,185269.434273,63645.72381,109775.2141,21309.627817,21309.627817,0,0,"Moderate"
"233",1662-06-01,1662-06-01,"6",1662,"paleo",7600.000003,70981.56069,69203.54091,19815.31998,18737.75074,6870,72044.98571,89429.0167,NA,NA,354682.174733,354682.174733,186338.172323,78914.98571,89429.0167,25317.825267,25317.825267,0,0,"Moderate"
"234",1663-06-01,1663-06-01,"6",1663,"paleo",7600,60000,73940,20020,26022.44842,6870,63321.84745,196700.9944,NA,NA,454475.29027,454475.29027,187582.44842,70191.84745,196700.9944,0,0,0,0,"None"
"235",1664-06-01,1664-06-01,"6",1664,"paleo",7600,60000,73940,20020,34778.9262,6870,78889.65604,202275.0506,NA,NA,484373.63284,484373.63284,196338.9262,85759.65604,202275.0506,0,0,0,0,"None"
"236",1665-06-01,1665-06-01,"6",1665,"paleo",7600,60000,73940,20020,39129.58623,6870,78597.2186,202275.0506,NA,NA,488431.85543,488431.85543,200689.58623,85467.2186,202275.0506,0,0,0,0,"None"
"237",1666-06-01,1666-06-01,"6",1666,"paleo",7600,60000,73940,20020,48110,6870,93011.10541,202275.0506,NA,NA,511826.15601,511826.15601,209670,99881.10541,202275.0506,0,0,0,0,"None"
"238",1667-06-01,1667-06-01,"6",1667,"paleo",7600,60000,73940,20020,48110,6870,68596.87663,202275.0506,NA,NA,487411.92723,487411.92723,209670,75466.87663,202275.0506,0,0,0,0,"None"
"239",1668-06-01,1668-06-01,"6",1668,"paleo",7600.000003,60000,73940,20020,38331.37757,6870,84923.80387,202275.0506,NA,NA,493960.232043,493960.232043,199891.377573,91793.80387,202275.0506,0,0,0,0,"None"
"240",1669-06-01,1669-06-01,"6",1669,"paleo",7600,60000,73940,20020,43165.73578,6870,69936.41457,202275.0506,NA,NA,483807.20095,483807.20095,204725.73578,76806.41457,202275.0506,0,0,0,0,"None"
"241",1670-06-01,1670-06-01,"6",1670,"paleo",7600,60000,73940,20020,46299.83314,6870,65423.7757,202274.8541,NA,NA,482428.46294,482428.46294,207859.83314,72293.7757,202274.8541,0,0,0,0,"None"
"242",1671-06-01,1671-06-01,"6",1671,"paleo",7190.120322,60000,73940,19180.58028,40129.44013,6870,51714.87822,185649.6686,NA,NA,444674.687552,444674.687552,200440.140732,58584.87822,185649.6686,0,0,0,0,"None"
"243",1672-06-01,1672-06-01,"6",1672,"paleo",7600.000002,60000,73940,20020,42905.46453,6870,82602.80496,202275.0506,NA,NA,496213.320092,496213.320092,204465.464532,89472.80496,202275.0506,0,0,0,0,"None"
"244",1673-06-01,1673-06-01,"6",1673,"paleo",7600,60000,73940,20020,48110,6870,91745.52209,202275.0506,NA,NA,510560.57269,510560.57269,209670,98615.52209,202275.0506,0,0,0,0,"None"
"245",1674-06-01,1674-06-01,"6",1674,"paleo",7600,60000,73940,20020,48110,6870,110150,202275.0506,NA,NA,528965.0506,528965.0506,209670,117020,202275.0506,0,0,0,0,"None"
"246",1675-06-01,1675-06-01,"6",1675,"paleo",7600,60000,73940,20020,48110,6870,110150,202275.0506,NA,NA,528965.0506,528965.0506,209670,117020,202275.0506,0,0,0,0,"None"
"247",1676-06-01,1676-06-01,"6",1676,"paleo",7600,60000,73940,20020,48110,6870,110150,202275.0506,NA,NA,528965.0506,528965.0506,209670,117020,202275.0506,0,0,0,0,"None"
"248",1677-06-01,1677-06-01,"6",1677,"paleo",7600,60000,73940,20020,48110,6870,110150,202275.0506,NA,NA,528965.0506,528965.0506,209670,117020,202275.0506,0,0,0,0,"None"
"249",1678-06-01,1678-06-01,"6",1678,"paleo",7600,60000,73940,20020,48110,6870,110150,202275.0506,NA,NA,528965.0506,528965.0506,209670,117020,202275.0506,0,0,0,0,"None"
"250",1679-06-01,1679-06-01,"6",1679,"paleo",7600,60000,73940,20020,48110,6870,110150,202275.0506,NA,NA,528965.0506,528965.0506,209670,117020,202275.0506,0,0,0,0,"None"
"251",1680-06-01,1680-06-01,"6",1680,"paleo",7600,60000,73940,20020,48110,6870,110150,202275.0506,NA,NA,528965.0506,528965.0506,209670,117020,202275.0506,0,0,0,0,"None"
"252",1681-06-01,1681-06-01,"6",1681,"paleo",7600,60000,73940,20020,48110,6870,110150,202275.0506,NA,NA,528965.0506,528965.0506,209670,117020,202275.0506,0,0,0,0,"None"
"253",1682-06-01,1682-06-01,"6",1682,"paleo",7600,60000,73940,20020,48110,6870,110150,202275.0506,NA,NA,528965.0506,528965.0506,209670,117020,202275.0506,0,0,0,0,"None"
"254",1683-06-01,1683-06-01,"6",1683,"paleo",7600,60000,73940,20020,48110,6870,107693.3876,202275.0506,NA,NA,526508.4382,526508.4382,209670,114563.3876,202275.0506,0,0,0,0,"None"
"255",1684-06-01,1684-06-01,"6",1684,"paleo",7600,60000,73940,20020,48110,6870,90368.88688,202275.0506,NA,NA,509183.93748,509183.93748,209670,97238.88688,202275.0506,0,0,0,0,"None"
"256",1685-06-01,1685-06-01,"6",1685,"paleo",7600,60000,73940,18399.71746,47273.97478,6870,48214.99991,188570.4286,NA,NA,450869.12075,450869.12075,207213.69224,55084.99991,188570.4286,0,0,0,0,"None"
"257",1686-06-01,1686-06-01,"6",1686,"paleo",7600.000002,60000,73940,20020,42548.98564,6870,81069.22993,202275.0506,NA,NA,494323.266172,494323.266172,204108.985642,87939.22993,202275.0506,0,0,0,0,"None"
"258",1687-06-01,1687-06-01,"6",1687,"paleo",7600.000003,60000,73940,20020,47122.03799,6870,110150,202275.0506,NA,NA,527977.088593,527977.088593,208682.037993,117020,202275.0506,0,0,0,0,"None"
"259",1688-06-01,1688-06-01,"6",1688,"paleo",7600,60000,73940,20020,48110,6870,110150,202275.0506,NA,NA,528965.0506,528965.0506,209670,117020,202275.0506,0,0,0,0,"None"
"260",1689-06-01,1689-06-01,"6",1689,"paleo",7600,60000,73940,20020,48110,6870,110150,202275.0506,NA,NA,528965.0506,528965.0506,209670,117020,202275.0506,0,0,0,0,"None"
"261",1690-06-01,1690-06-01,"6",1690,"paleo",7600,60000,73940,20020,48110,6870,105207.4585,202275.0506,NA,NA,524022.5091,524022.5091,209670,112077.4585,202275.0506,0,0,0,0,"None"
"262",1691-06-01,1691-06-01,"6",1691,"paleo",7600.000001,60000,73940,20020,48110,6870,110150,202275.0506,NA,NA,528965.050601,528965.050601,209670.000001,117020,202275.0506,0,0,0,0,"None"
"263",1692-06-01,1692-06-01,"6",1692,"paleo",7600,60000,73940,20020,48110,6870,110150,202275.0506,NA,NA,528965.0506,528965.0506,209670,117020,202275.0506,0,0,0,0,"None"
"264",1693-06-01,1693-06-01,"6",1693,"paleo",7600,60000,73940,20020,48110,6870,110150,202275.0506,NA,NA,528965.0506,528965.0506,209670,117020,202275.0506,0,0,0,0,"None"
"265",1694-06-01,1694-06-01,"6",1694,"paleo",7600,60000,73940,20020,48110,6870,94153.6681,202274.7673,NA,NA,512968.4354,512968.4354,209670,101023.6681,202274.7673,0,0,0,0,"None"
"266",1695-06-01,1695-06-01,"6",1695,"paleo",7600,60000,73940,20020,48110,6870,78289.72912,202275.0506,NA,NA,497104.77972,497104.77972,209670,85159.72912,202275.0506,0,0,0,0,"None"
"267",1696-06-01,1696-06-01,"6",1696,"paleo",7600,60000,73940,20020,48110,6870,110150,202275.0506,NA,NA,528965.0506,528965.0506,209670,117020,202275.0506,0,0,0,0,"None"
"268",1697-06-01,1697-06-01,"6",1697,"paleo",7600,60000,73940,20020,48110,6870,110150,202275.0506,NA,NA,528965.0506,528965.0506,209670,117020,202275.0506,0,0,0,0,"None"
"269",1698-06-01,1698-06-01,"6",1698,"paleo",7600,60000,73940,20020,48110,6870,110150,202275.0506,NA,NA,528965.0506,528965.0506,209670,117020,202275.0506,0,0,0,0,"None"
"270",1699-06-01,1699-06-01,"6",1699,"paleo",7600,60000,73940,20020,48110,6870,110150,202275.0506,NA,NA,528965.0506,528965.0506,209670,117020,202275.0506,0,0,0,0,"None"
"271",1700-06-01,1700-06-01,"6",1700,"paleo",7600,60000,73940,20020,48110,6870,110150,202275.0506,NA,NA,528965.0506,528965.0506,209670,117020,202275.0506,0,0,0,0,"None"
"272",1701-06-01,1701-06-01,"6",1701,"paleo",7600,60000,73940,20020,48110,6870,110150,202275.0506,NA,NA,528965.0506,528965.0506,209670,117020,202275.0506,0,0,0,0,"None"
"273",1702-06-01,1702-06-01,"6",1702,"paleo",7600,60000,73940,20020,48110,6870,110150,202275.0506,NA,NA,528965.0506,528965.0506,209670,117020,202275.0506,0,0,0,0,"None"
"274",1703-06-01,1703-06-01,"6",1703,"paleo",7600,60000,73940,20020,48110,6870,110150,202275.0506,NA,NA,528965.0506,528965.0506,209670,117020,202275.0506,0,0,0,0,"None"
"275",1704-06-01,1704-06-01,"6",1704,"paleo",7600.000001,60000,73940,20020,45347.01578,6870,71630.11946,202274.0958,NA,NA,487681.231041,487681.231041,206907.015781,78500.11946,202274.0958,0,0,0,0,"None"
"276",1705-06-01,1705-06-01,"6",1705,"paleo",7600,60000,73940,20020,47937.20096,6870,68919.04654,202275.0506,NA,NA,487561.2981,487561.2981,209497.20096,75789.04654,202275.0506,0,0,0,0,"None"
"277",1706-06-01,1706-06-01,"6",1706,"paleo",7600,60000,73940,18399.71746,47914.04657,6870,44993.70884,194348.5221,NA,NA,454065.99497,454065.99497,207853.76403,51863.70884,194348.5221,0,0,0,0,"None"
"278",1707-06-01,1707-06-01,"6",1707,"paleo",5372.4565,60000,73940,18399.71746,33951.61893,6870,39076.02671,168049.3618,NA,NA,405659.1814,405659.1814,191663.79289,45946.02671,168049.3618,0,0,0,0,"None"
"279",1708-06-01,1708-06-01,"6",1708,"paleo",7600.000003,60000,73940,20020,28083.80984,6870,56519.90771,125879.055,NA,NA,378912.772553,378912.772553,189643.809843,63389.90771,125879.055,1087.22744699998,1087.22744699998,0,0,"Moderate"
"280",1709-06-01,1709-06-01,"6",1709,"paleo",7600.000003,60000,73940,20020,30460.21678,6870,83959.96424,161935.4368,NA,NA,444785.617823,444785.617823,192020.216783,90829.96424,161935.4368,0,0,0,0,"None"
"281",1710-06-01,1710-06-01,"6",1710,"paleo",7600.000003,60000,73940,20020,28663.13352,6870,65956.82075,185381.9027,NA,NA,448431.856973,448431.856973,190223.133523,72826.82075,185381.9027,0,0,0,0,"None"
"282",1711-06-01,1711-06-01,"6",1711,"paleo",7600.000002,60000,73940,20020,32223.6714,6870,86432.39568,202275.0506,NA,NA,489361.117682,489361.117682,193783.671402,93302.39568,202275.0506,0,0,0,0,"None"
"283",1712-06-01,1712-06-01,"6",1712,"paleo",7600,60000,73940,20020,37927.54506,6870,84924.68753,202275.0506,NA,NA,493557.28319,493557.28319,199487.54506,91794.68753,202275.0506,0,0,0,0,"None"
"284",1713-06-01,1713-06-01,"6",1713,"paleo",7600,60000,73940,20020,41875.42193,6870,66671.56348,202275.0506,NA,NA,479252.03601,479252.03601,203435.42193,73541.56348,202275.0506,0,0,0,0,"None"
"285",1714-06-01,1714-06-01,"6",1714,"paleo",7600,60000,73940,20020,44905.47117,6870,65400.0503,202275.0506,NA,NA,481010.57207,481010.57207,206465.47117,72270.0503,202275.0506,0,0,0,0,"None"
"286",1715-06-01,1715-06-01,"6",1715,"paleo",7600,60000,73940,20020,40392.03077,6870,56588.59603,202273.9933,NA,NA,467684.6201,467684.6201,201952.03077,63458.59603,202273.9933,0,0,0,0,"None"
"287",1716-06-01,1716-06-01,"6",1716,"paleo",7600.000001,60000,73940,20020,38874.2151,6870,67186.72251,202275.0506,NA,NA,476765.988211,476765.988211,200434.215101,74056.72251,202275.0506,0,0,0,0,"None"
"288",1717-06-01,1717-06-01,"6",1717,"paleo",7600,60000,73940,20020,46000.96533,6870,91160.38325,202275.0506,NA,NA,507866.39918,507866.39918,207560.96533,98030.38325,202275.0506,0,0,0,0,"None"
"289",1718-06-01,1718-06-01,"6",1718,"paleo",7600.000001,60000,73940,20020,44277.58855,6870,87001.8589,202275.0506,NA,NA,501984.498051,501984.498051,205837.588551,93871.8589,202275.0506,0,0,0,0,"None"
"290",1719-06-01,1719-06-01,"6",1719,"paleo",7600.000002,60000,73940,20020,38470.51379,6870,75105.45534,202275.0506,NA,NA,484281.019732,484281.019732,200030.513792,81975.45534,202275.0506,0,0,0,0,"None"
"291",1720-06-01,1720-06-01,"6",1720,"paleo",7600,60000,73940,20020,46581.01851,6870,83708.7573,202275.0506,NA,NA,500994.82641,500994.82641,208141.01851,90578.7573,202275.0506,0,0,0,0,"None"
"292",1721-06-01,1721-06-01,"6",1721,"paleo",7600,60000,73940,18423.98624,48110,6870,42862.09098,196662.2106,NA,NA,454468.28782,454468.28782,208073.98624,49732.09098,196662.2106,0,0,0,0,"None"
"293",1722-06-01,1722-06-01,"6",1722,"paleo",7600.000003,60000,73940,20020,36959.68085,6870,65122.70128,149601.8463,NA,NA,420114.228433,420114.228433,198519.680853,71992.70128,149601.8463,0,0,0,0,"None"
"294",1723-06-01,1723-06-01,"6",1723,"paleo",7600.000001,60000,73940,20020,39130.33676,6870,78068.02112,202274.8656,NA,NA,487903.223481,487903.223481,200690.336761,84938.02112,202274.8656,0,0,0,0,"None"
"295",1724-06-01,1724-06-01,"6",1724,"paleo",7600,60000,73940,20020,48110,6870,107083.0047,202275.0506,NA,NA,525898.0553,525898.0553,209670,113953.0047,202275.0506,0,0,0,0,"None"
"296",1725-06-01,1725-06-01,"6",1725,"paleo",7600,60000,73940,20020,48110,6870,110150,202275.0506,NA,NA,528965.0506,528965.0506,209670,117020,202275.0506,0,0,0,0,"None"
"297",1726-06-01,1726-06-01,"6",1726,"paleo",7600,60000,73940,20020,48110,6870,110150,202275.0506,NA,NA,528965.0506,528965.0506,209670,117020,202275.0506,0,0,0,0,"None"
"298",1727-06-01,1727-06-01,"6",1727,"paleo",7600,60000,73940,20020,48110,6870,110150,202275.0506,NA,NA,528965.0506,528965.0506,209670,117020,202275.0506,0,0,0,0,"None"
"299",1728-06-01,1728-06-01,"6",1728,"paleo",7600,60000,73940,20020,48110,6870,110150,202275.0506,NA,NA,528965.0506,528965.0506,209670,117020,202275.0506,0,0,0,0,"None"
"300",1729-06-01,1729-06-01,"6",1729,"paleo",7600,60000,73940,18399.71746,46982.21322,6612.6108,63240.36268,188193.9978,NA,NA,464968.90196,464968.90196,206921.93068,69852.97348,188193.9978,0,0,0,0,"None"
"301",1730-06-01,1730-06-01,"6",1730,"paleo",7600.000003,60000,73940,20020,41573.63476,6870,99546.28141,202275.0506,NA,NA,511824.966773,511824.966773,203133.634763,106416.28141,202275.0506,0,0,0,0,"None"
"302",1731-06-01,1731-06-01,"6",1731,"paleo",7600,60000,73940,20020,48110,6870,110150,202275.0506,NA,NA,528965.0506,528965.0506,209670,117020,202275.0506,0,0,0,0,"None"
"303",1732-06-01,1732-06-01,"6",1732,"paleo",7600,60000,73940,20020,48110,6870,110150,202275.0506,NA,NA,528965.0506,528965.0506,209670,117020,202275.0506,0,0,0,0,"None"
"304",1733-06-01,1733-06-01,"6",1733,"paleo",7600,60000,73940,20020,48110,6870,110150,202275.0506,NA,NA,528965.0506,528965.0506,209670,117020,202275.0506,0,0,0,0,"None"
"305",1734-06-01,1734-06-01,"6",1734,"paleo",7600,60000,73940,20020,48110,6870,110150,202275.0506,NA,NA,528965.0506,528965.0506,209670,117020,202275.0506,0,0,0,0,"None"
"306",1735-06-01,1735-06-01,"6",1735,"paleo",7600,60000,73940,18399.71746,47167.27105,6857.866144,62753.2181,188193.9978,NA,NA,464912.070554,464912.070554,207106.98851,69611.084244,188193.9978,0,0,0,0,"None"
"307",1736-06-01,1736-06-01,"6",1736,"paleo",7600.000003,63759.65173,58868.83314,17164.12713,28442.21819,6870,40484.21984,146171.1245,NA,NA,369360.174533,369360.174533,175834.830193,47354.21984,146171.1245,10639.825467,10639.825467,0,0,"Moderate"
"308",1737-06-01,1737-06-01,"6",1737,"paleo",7600.000003,60000,73940,20020,39135.70121,6870,98826.31351,142599.0851,NA,NA,448991.099823,448991.099823,200695.701213,105696.31351,142599.0851,0,0,0,0,"None"
"309",1738-06-01,1738-06-01,"6",1738,"paleo",7600.000001,60000,73940,20020,48110.00001,6870,110150,202275.0506,NA,NA,528965.050611,528965.050611,209670.000011,117020,202275.0506,0,0,0,0,"None"
"310",1739-06-01,1739-06-01,"6",1739,"paleo",7600,60000,73940,20020,48110,6870,110150,202275.0506,NA,NA,528965.0506,528965.0506,209670,117020,202275.0506,0,0,0,0,"None"
"311",1740-06-01,1740-06-01,"6",1740,"paleo",7600,60000,73940,20020,48110,6870,102167.7768,202275.0506,NA,NA,520982.8274,520982.8274,209670,109037.7768,202275.0506,0,0,0,0,"None"
"312",1741-06-01,1741-06-01,"6",1741,"paleo",7600,60000,73940,20020,48110,6870,110150,202275.0506,NA,NA,528965.0506,528965.0506,209670,117020,202275.0506,0,0,0,0,"None"
"313",1742-06-01,1742-06-01,"6",1742,"paleo",7600,60000,73940,20020,48110,6870,110150,202275.0506,NA,NA,528965.0506,528965.0506,209670,117020,202275.0506,0,0,0,0,"None"
"314",1743-06-01,1743-06-01,"6",1743,"paleo",7600,60000,73940,20020,48110,6870,110150,202275.0506,NA,NA,528965.0506,528965.0506,209670,117020,202275.0506,0,0,0,0,"None"
"315",1744-06-01,1744-06-01,"6",1744,"paleo",7600,60000,73940,20020,48110,6870,103418.2457,202275.0506,NA,NA,522233.2963,522233.2963,209670,110288.2457,202275.0506,0,0,0,0,"None"
"316",1745-06-01,1745-06-01,"6",1745,"paleo",7600.000003,60000,73940,20020,48110.00001,6870,110150,202275.0506,NA,NA,528965.050613,528965.050613,209670.000013,117020,202275.0506,0,0,0,0,"None"
"317",1746-06-01,1746-06-01,"6",1746,"paleo",7600,60000,73940,20020,48110,6870,110150,202275.0506,NA,NA,528965.0506,528965.0506,209670,117020,202275.0506,0,0,0,0,"None"
"318",1747-06-01,1747-06-01,"6",1747,"paleo",7600,60000,73940,20020,48110,6870,110150,202275.0506,NA,NA,528965.0506,528965.0506,209670,117020,202275.0506,0,0,0,0,"None"
"319",1748-06-01,1748-06-01,"6",1748,"paleo",7600,60000,73940,20020,48110,6870,110150,202275.0506,NA,NA,528965.0506,528965.0506,209670,117020,202275.0506,0,0,0,0,"None"
"320",1749-06-01,1749-06-01,"6",1749,"paleo",7600,60000,73940,20020,48110,6870,110150,202275.0506,NA,NA,528965.0506,528965.0506,209670,117020,202275.0506,0,0,0,0,"None"
"321",1750-06-01,1750-06-01,"6",1750,"paleo",7600,60000,73940,20020,48110,6870,71007.80163,202275.0506,NA,NA,489822.85223,489822.85223,209670,77877.80163,202275.0506,0,0,0,0,"None"
"322",1751-06-01,1751-06-01,"6",1751,"paleo",7600,60000,73940,20020,47267.47623,6870,61113.57757,202274.5297,NA,NA,479085.5835,479085.5835,208827.47623,67983.57757,202274.5297,0,0,0,0,"None"
"323",1752-06-01,1752-06-01,"6",1752,"paleo",7600,60000,73940,20020,48110,6870,85142.12865,202275.0506,NA,NA,503957.17925,503957.17925,209670,92012.12865,202275.0506,0,0,0,0,"None"
"324",1753-06-01,1753-06-01,"6",1753,"paleo",7600,60000,73940,20020,48110,6870,86554.31811,202275.0506,NA,NA,505369.36871,505369.36871,209670,93424.31811,202275.0506,0,0,0,0,"None"
"325",1754-06-01,1754-06-01,"6",1754,"paleo",7600,60000,73940,20020,48110,6870,78041.99741,202275.0506,NA,NA,496857.04801,496857.04801,209670,84911.99741,202275.0506,0,0,0,0,"None"
"326",1755-06-01,1755-06-01,"6",1755,"paleo",7600,60000,73940,18399.71746,47061.9098,6718.231908,45517.86727,188193.9978,NA,NA,447431.724238,447431.724238,207001.62726,52236.099178,188193.9978,0,0,0,0,"None"
"327",1756-06-01,1756-06-01,"6",1756,"paleo",7600.000001,60000,73940,18399.71746,35729.65896,6870,42744.73421,164688.0907,NA,NA,409972.201331,409972.201331,195669.376421,49614.73421,164688.0907,0,0,0,0,"None"
