"","1","2","3","4","5","6","7","8","9","10","11","12"
"ME",0.0289646630854744,0.0121863176641034,0.0713835987560416,0.410756481356869,0.45018635984842,-0.284180761902377,-0.422941014781775,-0.00422933794525227,0.0146571962006822,0.0422793107701337,0.00502583815175297,0.026370126708388
"MAE",0.165407952045213,0.176329436822707,0.395331703686339,1.98655941757106,3.96626012320097,6.54671417049141,2.26515806558767,0.578363375932597,0.477845369261754,0.507075647288234,0.297536027722609,0.264863573339141
"RMSE",0.219579428787539,0.220094870411132,0.538218811579282,2.51355804555372,5.25468644372232,8.60264101904202,4.03751197405378,0.722281207626695,0.618026804117202,0.639346324083398,0.385226732077264,0.348925593633218
"NSE",0.563513435772172,0.519025228858864,0.289671913195396,-0.193884717311734,0.281380867508515,0.528518543653339,0.513346335666615,0.630599528626379,0.49980640978332,0.3290777069581,0.440506554721681,0.293173450472893
"R",0.799938888640417,0.768060215570362,0.623888324294895,0.494465656070204,0.643490128031645,0.746714718861433,0.734911936100752,0.795108877538851,0.723336109446426,0.681738939581802,0.738512739995331,0.702179473213232
"R.spear",0.775470553340093,0.751067262481948,0.63926425352387,0.435954325497772,0.581360544217687,0.733425141378013,0.811066694719125,0.78024724416477,0.718870497438494,0.592164992996944,0.697564847611268,0.713839356874139
