"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36"
"1610",5.31640030449654,0.177103402772234,-2.91334718314797,1.62645012221221,-1.12029383604746,-1.17538824574291,-2.05705884775991,2.09894882354335,-0.917152884610411,-0.61448954931552,2.01724215270948,-0.22521613451254,-1.03831840527615,-1.963696525899,-0.736259995918117,-0.50632273922779,-0.568832536234314,0.633716296974508,1.16375907461342,-0.123069271452847,-0.770477382928804,-0.24167783979667,0.347788250328731,-0.584674116357235,-0.110243416100133,-0.126482829526646,-0.573602117494946,-0.878942816495073,1.07904384565569,0.581412757624222,0.221336336892773,-0.665051777603975,-0.381320747693968,-0.180938333798029,1.07350310044474,0.154442420103568
"1611",7.41110441037029,3.2803924065282,-0.0348898582317396,0.933740790638736,1.21575415570345,0.645146553454676,1.36477561733042,-0.935962259743066,0.291894471548884,1.64546079704369,0.0138562953790471,1.10010341671364,-0.645049707556967,-1.07143911835408,0.0267438564032475,-0.280486664830694,-0.372264498931572,0.234476114039356,0.0646771186295783,-1.59982116430469,-0.88009198198369,-0.287742660821335,0.7696581906208,-0.0427946159480586,-0.122080251419906,-0.346787889541207,-0.802363116153824,-0.740318093708491,0.486407637658372,0.512810068288104,0.443397884567737,0.000310317224251518,-0.140025784134243,0.7129364689625,0.143900398574637,-0.0181685467849419
"1612",3.13457789848155,1.08331432909295,-0.49028305177595,3.13112149634729,-1.16801532414318,-0.784263720801172,-1.90383524794262,-0.534555428847691,1.19843621661202,0.569393167573885,-0.825541020865609,0.389813802234118,-1.14967239471747,-0.0225623131783112,-0.20123462600257,0.8598277690331,-0.188389712446436,-0.251483104867561,0.36246796295983,0.922489794828153,-0.919484379996484,0.0777071537408971,0.230494452095936,-1.36349419753131,-1.04946929306448,-1.51579053768731,0.0827289509225061,-0.635309351519035,0.469647923880791,-0.846851943900222,1.06881419587927,-0.548002247182236,0.142968008928118,-0.0257292725731683,-0.425133603957823,-0.16312989566753
"1613",4.67914677449855,3.32462054953976,-0.718077506806493,0.680835737955354,-0.402325779855431,-1.17491189274339,0.0594451328723467,-1.17277735894106,1.03065019284468,0.542917760405119,-2.35751978796795,1.19412980102569,-1.23019511781708,-0.10105062337083,0.466883392247519,1.17235906020437,-0.870610101337747,1.21799166571681,-0.225874594288989,-0.682818798040885,-0.646278867769736,0.495154034854711,0.55138928138869,1.7955776345666,-0.499731511330763,1.43105373914959,-0.281641236964543,0.463717733761577,-0.14487194829007,-0.0834810743469759,0.418872960901034,0.669056700812417,-0.448781431916438,0.711549900792357,-0.628400930752942,-0.269293870840392
"1614",3.20348275786681,-0.788750735019803,1.13856511943995,0.92305662365295,1.44152862336728,-0.302611510980653,-0.814987877150747,-3.02271113672492,0.780426720469423,1.78519525490156,-1.44170608338757,2.35602518045236,0.179869575265446,0.131173239899493,0.817395300889941,0.220757992857329,-0.995651006485978,-0.208402450758032,-0.368935255947014,0.0101765662190054,-0.301066583854785,0.39066391513579,-0.0901486472204187,-0.517446657376819,0.533741987739445,-0.913069280595663,-0.422576972974045,-0.286666053670341,0.432342325753575,-0.322386849271119,0.610696095862631,0.299953002362933,0.0620270810595381,0.191716508867394,-0.279553990416621,0.0664199457647
"1615",5.4826733770627,-0.199653392066999,-1.18174556859131,3.10003644462002,2.26985988103287,-1.44082112596046,0.597541716204773,-0.953682478069253,-1.49337487102509,-0.0722627870333655,-2.32239861867246,2.45661093073735,-0.778734182130336,-0.401975581539213,-0.274661248069389,1.12684360867304,0.479671330464523,-0.0856407201920649,0.907353820189828,-1.30385841063013,-0.77329090157612,-1.10208023358787,-0.417777504032448,0.550172364320726,-0.406630701016992,0.622514368762132,0.392909596299872,0.232127283941524,0.0827576273696357,0.330996730369242,0.164705875608168,0.0633889971405217,-0.0830485232089475,0.367173148850958,0.562248787544941,0.268818437616415
"1616",6.96339991921814,1.97138080364644,-0.324028670463157,2.79148773219997,1.09738982822177,-3.02026033767531,-1.04904601936381,0.685666367936102,0.0192968807712476,1.70584333025499,-1.03167109768784,1.86392926935259,-0.393077456837854,0.622128118914398,-1.14359478373279,0.818660874224822,0.464720855908925,0.64239745824662,0.798648034045995,-0.261615780661409,-0.211751306468796,-0.794201330786331,0.508341339254472,-1.12902806679623,-0.319200560425923,-0.198725699562202,0.241317599784164,0.171786343741024,-0.0105518972842242,-0.421988425090636,0.451277262376974,-0.338337666957098,-0.0837861509064426,-0.467974218749734,0.0578121713614962,0.109826354817602
"1617",9.45602646582022,2.96556209525436,0.932015493016552,0.777077199020068,1.13350517953648,-1.23854056048716,0.00215276935658415,-1.4336659506452,0.866279126146662,0.970550808734173,-0.0363137794223992,1.50287088339702,-0.765276458115587,-0.329892375575325,-0.00155359787013792,1.64067647370416,0.335497940970976,1.88003506778866,-0.35170785972844,-0.724441842595677,-0.325851245801834,-0.502435621445432,-0.553761302575398,-1.06115184239296,0.920852061278433,-0.217429882820128,-0.531074010258791,-0.363777777678218,0.629580284207154,0.151255956065438,0.417640433215879,0.694820698435375,-0.0663695349547654,-0.0687942171869352,0.368876280026581,0.16554785762973
"1618",5.34202357202466,-1.28200037628438,-2.49237448972264,1.83033420116968,1.91725905960446,-1.47723050020604,-1.70480616001354,-0.22241337057204,2.06022517761955,-1.43407145123158,1.78750798357447,1.21229368144577,0.405561067478239,-0.32911734561263,-0.513595836998372,0.245285670015208,0.639064700299871,1.32400744966572,-0.894114001373586,0.306321806611576,1.47395471337656,-0.0657489074995068,-0.131169892297178,-0.183194387419279,0.368806957254652,0.361422950906163,0.467889097726158,-0.691387160133222,1.15015992397236,-0.473844689141788,0.164113015197531,-0.149493151232554,0.780507510882105,0.773708121244825,-0.117203176752102,0.549110490925452
"1619",7.3852526727436,3.02920094030939,-0.639159411015261,0.134323570598785,3.14316413904372,-2.73656715262613,1.17857902398307,-0.178181943012661,2.34205712221661,-1.38168176999861,0.617846189867271,0.695337994474058,0.390126486035904,-1.47491221917979,-0.338389768359983,0.566083064894809,0.0472146785990866,0.923913378042281,0.115608416598806,-0.618615264563663,0.493873090973442,0.339527542642854,-0.369550031328832,-0.660427626608948,1.17290543066126,-0.0892954718519375,-0.796472892191123,0.362913886657766,0.223514607442523,0.73804118641013,-1.01235674240466,-0.891068308863893,0.0693399490164914,0.842642835144818,-0.523014685452345,-0.35568785710603
