"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19"
"1390",-1.26184608765332,2.8913604136001,-0.482260194094732,-0.552399972567582,0.509274207522831,2.30391580428818,-1.24689068061631,-0.417638074528964,-0.580895404191476,0.85509245061267,-1.4571397710581,1.11658195451335,0.763149515402261,-0.374094884280785,0.219939760538401,0.609764560083029,0.71540033244967,-0.210899182844549,0.0259549116037716
"1391",-0.473469824619751,2.95767653295937,2.38723185134747,0.643380486743613,0.824791252798376,0.330016814326839,-0.52972865560142,0.853093616883974,-0.640498237244174,0.371754434165297,-1.38588794215926,-0.216843245267909,0.176578399062347,0.395849665009345,0.488139496947074,1.21642798539038,-0.0946306694469583,0.531556660637089,-0.0742205616098022
"1392",-0.185788057314618,1.21887755346988,0.650353264230866,0.296487915964559,0.598758241670332,0.536248579047342,-1.15441932925261,-1.62673552463437,0.109218693065358,-0.921635185178565,-2.49505300049351,0.396964779489333,0.654407252996442,0.203832430361811,0.704088427341836,0.376509003069859,-0.68723652469369,-0.188123850000829,0.0320235235085705
"1393",-0.0494677263309907,0.552542913780586,-0.0118738140359598,0.679540852237966,0.613226982698693,-0.157633793908394,1.18387849917758,-0.209754292363463,-0.0523263823287025,0.313952542330848,-1.8428678695035,0.882439618439373,-0.0943842350395805,0.537537953942702,0.0246922016631547,0.639342980732381,-0.282816942470656,-0.199491035884411,0.332106044650076
"1394",3.07029414712532,1.56258082800738,1.28734342338763,2.90543957334737,-0.13373622939022,-1.00924558258409,1.34247008895369,-1.69512719390934,0.566003495281307,0.0287701510722873,-1.88493621245425,2.03220918773038,0.638735084398715,0.766634247617821,0.667860358481915,-0.256857320671444,-2.06709426857377,-0.532116250518981,-0.0550549209616218
"1395",2.00301084352553,0.251943238810403,0.723263903608854,2.34103691344966,0.366631969150916,-2.75750494201101,0.71922679976031,-0.904630150916958,-0.673027152471362,1.47907318300067,-1.0901730682883,1.87053211909748,0.0512521787083829,1.17774042159654,0.0301994620486131,-0.341814291531709,-1.27538817730573,0.142775290883035,-0.132551625605407
"1396",0.692284916612865,-0.673988616459444,0.55725196874752,2.68387724583118,0.413357464551535,-2.05830066525772,0.423988060121472,0.266160776195632,-0.321386123911772,-0.0489219788952302,-0.539182433815923,1.80969290795382,-0.308132078753129,1.15189866833714,0.753953554071118,0.220535330461158,-1.10669387720337,0.740952474667133,-0.360410996328098
"1397",-0.864246909426393,1.7251801615516,1.12173768997683,1.42943279732162,1.23385155781028,-2.56704902512845,2.12222673702097,-0.0310657690763098,-0.576388764085226,-0.809771645332738,0.519729594528612,1.26419003006983,0.640811929440892,0.302463788272176,-1.01595118776725,0.204479730740889,-0.453995874434404,0.018042652280204,-0.0592069955034766
"1398",-1.70542760582106,-1.49181776649428,-0.919846796499688,-1.66347304486827,-0.200725121945486,-1.40038624291514,-0.281535675240516,-0.695558435342926,0.237933452028781,-0.247257031222144,1.6184160044949,-0.591450600831674,-0.378659058408478,0.449651189440917,-0.15183340873063,-0.121271673001037,-1.01233673061353,0.44481741769261,-0.0282154138429227
"1399",-3.28123837044153,0.236235232069336,-3.62786337852958,-1.62068215480448,0.771710719550733,-1.59348623379239,0.337505527304268,-1.39495329365185,0.765762832711177,0.509692843805558,1.16965221715185,-0.811348035452568,0.0166099952998039,0.121060484028519,0.666142488891381,-0.159340776233067,-0.802364384441242,-0.320290235492599,-0.265281071335495
