"","month","year","t","norm_est","flow_est"
"1",1,1428,1,NA,NA
"2",2,1428,2,NA,NA
"3",3,1428,3,NA,NA
"4",4,1428,4,NA,NA
"5",5,1428,5,NA,NA
"6",6,1428,6,NA,NA
"7",7,1428,7,NA,NA
"8",8,1428,8,NA,NA
"9",9,1428,9,NA,NA
"10",10,1428,10,NA,NA
"11",11,1428,11,NA,NA
"12",12,1428,12,NA,NA
"13",1,1429,13,NA,NA
"14",2,1429,14,NA,NA
"15",3,1429,15,NA,NA
"16",4,1429,16,NA,NA
"17",5,1429,17,0.288620152646971,20.0486026398381
"18",6,1429,18,0.462095868934019,26.9106673670958
"19",7,1429,19,0.518677030420552,7.98878497290574
"20",8,1429,20,0.0996520859106043,3.11884035100157
"21",9,1429,21,NA,NA
"22",10,1429,22,-0.358868785579741,1.80127146038715
"23",11,1429,23,-0.143530033267108,1.7620847986184
"24",12,1429,24,0.190868744708047,1.67043057968008
"25",1,1430,25,0.688958933275042,1.71796019457604
"26",2,1430,26,0.691927318492456,1.69691958690206
"27",3,1430,27,1.14940133477701,2.3735735740068
"28",4,1430,28,-0.601936725962361,3.52339948659655
"29",5,1430,29,-0.104076546546679,17.5813827215752
"30",6,1430,30,0.985754790244028,34.7683953893922
"31",7,1430,31,0.392969653679056,7.46321692144931
"32",8,1430,32,0.468087582901084,3.54240992349258
"33",9,1430,33,0.30859136859815,2.51511039158461
"34",10,1430,34,0.695081337261515,2.54413708414245
"35",11,1430,35,0.850556717328966,2.23533369833137
"36",12,1430,36,0.622135540221968,1.84164891357217
"37",1,1431,37,0.0626039091834307,1.52491490438894
"38",2,1431,38,0.576237263562437,1.66399307715353
"39",3,1431,39,-0.245425806801208,1.66382916972539
"40",4,1431,40,-0.361158494636548,3.93674651627073
"41",5,1431,41,0.43943012115037,21.0540848782394
"42",6,1431,42,0.851907180678882,32.6347790201013
"43",7,1431,43,0.800413553160851,9.25347879607761
"44",8,1431,44,0.579819773984528,3.67799142070013
"45",9,1431,45,0.522536408975279,2.71020874984844
"46",10,1431,46,0.476935132285127,2.37627643103986
"47",11,1431,47,0.249350650828079,1.94022593668132
"48",12,1431,48,-0.143452885228046,1.54523853190081
"49",1,1432,49,0.50724841374125,1.66038154526571
"50",2,1432,50,0.584981310142927,1.66646682470535
"51",3,1432,51,0.467554752071249,2.0058196430308
"52",4,1432,52,-0.416879212316289,3.83829940388293
"53",5,1432,53,0.230248059540011,19.6681385047738
"54",6,1432,54,-0.128343597869282,19.5713494526875
"55",7,1432,55,-0.317474146030909,4.92061167244941
"56",8,1432,56,-0.692225809929043,2.32610817645104
"57",9,1432,57,-0.554241315559214,1.82330403343556
"58",10,1432,58,0.729167550528592,2.57104961408853
"59",11,1432,59,0.80620653767715,2.2126170260651
"60",12,1432,60,0.191260201260414,1.67058099422575
"61",1,1433,61,-0.00568114934486051,1.50478627409485
"62",2,1433,62,0.241113086607189,1.57100824927553
"63",3,1433,63,0.0689805121377118,1.80939494410216
"64",4,1433,64,-0.0901529084483045,4.44003652979449
"65",5,1433,65,0.22589070599306,19.6399316516752
"66",6,1433,66,0.751015037338859,31.083884397683
"67",7,1433,67,0.58977575144497,8.29653111855125
"68",8,1433,68,0.131159141058715,3.15366902084341
"69",9,1433,69,0.0132453756193934,2.26143089635355
"70",10,1433,70,-0.252718441114766,1.86846129215649
"71",11,1433,71,-0.201504708122909,1.73676160088716
"72",12,1433,72,-0.808330226811307,1.31528600790601
"73",1,1434,73,0.295280172223746,1.59484729520632
"74",2,1434,74,0.709011454293637,1.70181808250662
"75",3,1434,75,0.431840609536122,1.98766890807183
"76",4,1434,76,-0.505104503555787,3.68587462281189
"77",5,1434,77,-0.592471026831811,14.8084977161067
"78",6,1434,78,0.603299127766395,28.9010542877176
"79",7,1434,79,0.328402985024018,7.20238177491655
"80",8,1434,80,0.0621229689274869,3.07769083128325
"81",9,1434,81,-0.248911247832021,2.05111827743622
"82",10,1434,82,0.364134392060195,2.29241983848518
"83",11,1434,83,0.590968414071495,2.10452539050812
"84",12,1434,84,0.690042554396817,1.86962255496502
"85",1,1435,85,0.282590990027593,1.59097959209298
"86",2,1435,86,0.216918600283623,1.5644320525741
"87",3,1435,87,0.109499487218379,1.8287517029481
"88",4,1435,88,0.487221690493965,5.65245177203873
"89",5,1435,89,0.188755133986783,19.4006292313763
"90",6,1435,90,0.285154639891405,24.5469132092852
"91",7,1435,91,0.2362437376098,6.84065930014459
"92",8,1435,92,-0.03201131568902,2.97607546119261
"93",9,1435,93,-0.121187484008732,2.15186103394129
"94",10,1435,94,-0.0579322509975036,1.99610574385488
"95",11,1435,95,0.18559686889747,1.91053856262763
"96",12,1435,96,-0.323698142968336,1.4804248465336
"97",1,1436,97,0.0236143490844469,1.5133999604755
"98",2,1436,98,0.0220242466203873,1.51212579871005
"99",3,1436,99,-0.146256925589464,1.708861948756
"100",4,1436,100,-1.13636124749431,2.71448327539028
"101",5,1436,101,0.837874288511075,23.8692310070325
"102",6,1436,102,0.794832793923096,31.7514211224302
"103",7,1436,103,0.574202503662355,8.22847026523076
"104",8,1436,104,0.0667147312957229,3.08270597566372
"105",9,1436,105,-0.695664951277648,1.72388033632849
"106",10,1436,106,0.0362360153147795,2.05985797274878
"107",11,1436,107,0.0623197335292546,1.8539943422397
"108",12,1436,108,0.0355557717901148,1.61146147201638
"109",1,1437,109,0.0387797155374816,1.51787189206163
"110",2,1437,110,0.131486912896397,1.54135779763403
"111",3,1437,111,-0.184635956672713,1.69133821410271
"112",4,1437,112,-0.734506497822677,3.30902517609851
"113",5,1437,113,-1.35631883727242,11.0949657927639
"114",6,1437,114,-0.0674773004679449,20.2566862449823
"115",7,1437,115,-0.792582372964759,3.59876284593538
"116",8,1437,116,-0.971937382880264,2.08270418430447
"117",9,1437,117,-1.10521843233381,1.45703854542815
"118",10,1437,118,-1.54135306525633,1.16059465597052
"119",11,1437,119,-1.08442542156481,1.38085813561856
"120",12,1437,120,-1.43059061560423,1.12221406758474
"121",1,1438,121,-0.935039012654484,1.24829070114987
"122",2,1438,122,-0.629581563852501,1.34575404135242
"123",3,1438,123,-0.849055639507623,1.40685508054689
"124",4,1438,124,-0.655288024729467,3.43601362699983
"125",5,1438,125,-1.15314665588057,12.0112102796801
"126",6,1438,126,0.0315450108304756,21.4059428632129
