"","data","response","year","deliv_annual","demand_annual","request_annual","shortage_demand","shortage_request"
"326","paleo","Base",1754,619382.4861813,690783.8,622083.8,71401.3138187,2701.31381870001
"327","paleo","Base",1755,608840.368632583,690783.8,622083.8,81943.431367417,13243.431367417
"328","paleo","Base",1756,590918.14831657,690783.8,622083.8,99865.65168343,31165.65168343
"329","paleo","Base",1757,606834.3682831,690783.8,622083.8,83949.4317169,15249.4317169
"330","paleo","Base",1758,611980.6976331,690783.8,622083.8,78803.1023669,10103.1023669
"331","paleo","Base",1759,606914.5584271,690783.8,622083.8,83869.2415729,15169.2415729
"332","paleo","Base",1760,618525.5517064,690783.8,622083.8,72258.2482936,3558.24829359999
"333","paleo","Base",1761,620551.806484,690783.8,622083.8,70231.993516,1531.993516
"334","paleo","Base",1762,620705.339294,690783.8,622083.8,70078.460706,1378.460706
"335","paleo","Base",1763,617630.273617,690783.8,622083.8,73153.526383,4453.526383
"336","paleo","Base",1764,619566.63164916,690783.8,622083.8,71217.16835084,2517.16835084001
"337","paleo","Base",1765,608317.0447476,690783.8,622083.8,82466.7552524,13766.7552524
"338","paleo","Base",1766,620567.310637,690783.8,622083.8,70216.489363,1516.489363
"339","paleo","Base",1767,622078.808885,690783.8,622083.8,68704.991115,4.99111499999708
"340","paleo","Base",1768,622077.789254,690783.8,622083.8,68706.010746,6.01074599999993
"341","paleo","Base",1769,622083.8,690783.8,622083.8,68700,0
"342","paleo","Base",1770,615620.908737,690783.8,622083.8,75162.891263,6462.891263
"343","paleo","Base",1771,620006.989904,690783.8,622083.8,70776.810096,2076.810096
"344","paleo","Base",1772,607479.11197344,690783.8,622083.8,83304.68802656,14604.68802656
"345","paleo","Base",1773,611668.33971002,690783.8,622083.8,79115.46028998,10415.46028998
"346","paleo","Base",1774,614572.692141,690783.8,622083.8,76211.107859,7511.107859
"347","paleo","Base",1775,620899.255568,690783.8,622083.8,69884.544432,1184.544432
"348","paleo","Base",1776,619173.464181,690783.8,622083.8,71610.335819,2910.335819
"349","paleo","Base",1777,590924.1645585,690783.8,622083.8,99859.6354415,31159.6354415
"350","paleo","Base",1778,601916.9053575,690783.8,622083.8,88866.8946425,20166.8946425
"351","paleo","Base",1779,611089.5415274,690783.8,622083.8,79694.2584726,10994.2584726
"352","paleo","Base",1780,606421.495739,690783.8,622083.8,84362.304261,15662.304261
"353","paleo","Base",1781,614495.535744,690783.8,622083.8,76288.264256,7588.264256
"354","paleo","Base",1782,600040.85696442,690783.8,622083.8,90742.94303558,22042.94303558
"355","paleo","Base",1783,602561.6904487,690783.8,622083.8,88222.1095513,19522.1095513
"356","paleo","Base",1784,620180.745254,690783.8,622083.8,70603.054746,1903.05474599999
"357","paleo","Base",1785,619484.129078,690783.8,622083.8,71299.670922,2599.670922
"358","paleo","Base",1786,618535.511223,690783.8,622083.8,72248.288777,3548.28877699999
"359","paleo","Base",1787,619880.331415,690783.8,622083.8,70903.468585,2203.468585
"360","paleo","Base",1788,617523.449972,690783.8,622083.8,73260.350028,4560.350028
"361","paleo","Base",1789,619065.172902,690783.8,622083.8,71718.627098,3018.627098
"362","paleo","Base",1790,622077.947244,690783.8,622083.8,68705.852756,5.8527560000075
"363","paleo","Base",1791,622078.05286,690783.8,622083.8,68705.74714,5.74714000000677
"364","paleo","Base",1792,622078.195938,690783.8,622083.8,68705.604062,5.60406199999852
"365","paleo","Base",1793,618273.526493,690783.8,622083.8,72510.273507,3810.27350699999
"366","paleo","Base",1794,604911.069592,690783.8,622083.8,85872.730408,17172.730408
"367","paleo","Base",1795,581396.0415093,690783.8,622083.8,109387.7584907,40687.7584907
"368","paleo","Base",1796,605995.39062266,690783.8,622083.8,84788.40937734,16088.40937734
"369","paleo","Base",1797,619326.22702085,690783.8,622083.8,71457.57297915,2757.57297914999
"370","paleo","Base",1798,600123.11232295,690783.8,622083.8,90660.68767705,21960.68767705
"371","paleo","Base",1799,618614.1479767,690783.8,622083.8,72169.6520233,3469.6520233
"372","paleo","Base",1800,595400.051096,690783.8,622083.8,95383.748904,26683.748904
"373","paleo","Base",1801,615150.151048,690783.8,622083.8,75633.648952,6933.64895199999
"374","paleo","Base",1802,619481.213404,690783.8,622083.8,71302.586596,2602.58659600001
"375","paleo","Base",1803,614879.3915137,690783.8,622083.8,75904.4084863,7204.4084863
"376","paleo","Base",1804,598487.81322229,690783.8,622083.8,92295.98677771,23595.98677771
"377","paleo","Base",1805,615975.746604,690783.8,622083.8,74808.053396,6108.05339600001
"378","paleo","Base",1806,608706.1435057,690783.8,622083.8,82077.6564943,13377.6564943
"379","paleo","Base",1807,617176.6493356,690783.8,622083.8,73607.1506644,4907.15066440001
"380","paleo","Base",1808,608090.254012427,690783.8,622083.8,82693.545987573,13993.545987573
"381","paleo","Base",1809,618944.13965,690783.8,622083.8,71839.66035,3139.66035
"382","paleo","Base",1810,622078.457041,690783.8,622083.8,68705.342959,5.34295900000143
"383","paleo","Base",1811,622078.1102,690783.8,622083.8,68705.6898,5.68979999999283
"384","paleo","Base",1812,619993.616995,690783.8,622083.8,70790.183005,2090.183005
"385","paleo","Base",1813,609794.2150835,690783.8,622083.8,80989.5849165,12289.5849165
"386","paleo","Base",1814,607726.4553959,690783.8,622083.8,83057.3446041,14357.3446041
"387","paleo","Base",1815,619925.87667,690783.8,622083.8,70857.92333,2157.92332999999
"388","paleo","Base",1816,620079.332136,690783.8,622083.8,70704.467864,2004.46786400001
"389","paleo","Base",1817,619024.006728,690783.8,622083.8,71759.793272,3059.79327200001
"390","paleo","Base",1818,615041.3237623,690783.8,622083.8,75742.4762377,7042.4762377
"391","paleo","Base",1819,619658.146186,690783.8,622083.8,71125.653814,2425.653814
"392","paleo","Base",1820,620663.829289,690783.8,622083.8,70119.970711,1419.970711
"393","paleo","Base",1821,621178.475094,690783.8,622083.8,69605.324906,905.324905999994
"394","paleo","Base",1822,607190.736893,690783.8,622083.8,83593.063107,14893.063107
"395","paleo","Base",1823,608946.3772966,690783.8,622083.8,81837.4227034,13137.4227034
"396","paleo","Base",1824,593991.4000745,690783.8,622083.8,96792.3999255,28092.3999255
"397","paleo","Base",1825,606836.8278952,690783.8,622083.8,83946.9721048,15246.9721048
"398","paleo","Base",1826,619315.312164,690783.8,622083.8,71468.487836,2768.487836
"399","paleo","Base",1827,619603.371943,690783.8,622083.8,71180.428057,2480.42805700001
"400","paleo","Base",1828,622063.327911,690783.8,622083.8,68720.472089,20.4720890000026
"401","paleo","Base",1829,618596.348222,690783.8,622083.8,72187.451778,3487.451778
"402","paleo","Base",1830,614855.6291597,690783.8,622083.8,75928.1708403,7228.1708403
"403","paleo","Base",1831,618805.797252,690783.8,622083.8,71978.002748,3278.002748
"404","paleo","Base",1832,622077.89266,690783.8,622083.8,68705.90734,5.90734000000521
"405","paleo","Base",1833,619034.944813,690783.8,622083.8,71748.855187,3048.85518699999
"406","paleo","Base",1834,604486.5921471,690783.8,622083.8,86297.2078529,17597.2078529
"407","paleo","Base",1835,618232.0964068,690783.8,622083.8,72551.7035932,3851.7035932
"408","paleo","Base",1836,618530.1742145,690783.8,622083.8,72253.6257855,3553.62578549999
"409","paleo","Base",1837,619753.68673,690783.8,622083.8,71030.11327,2330.11327
"410","paleo","Base",1838,620582.255339,690783.8,622083.8,70201.544661,1501.54466099999
"411","paleo","Base",1839,619632.134752,690783.8,622083.8,71151.665248,2451.66524799999
"412","paleo","Base",1840,620542.867151,690783.8,622083.8,70240.932849,1540.932849
"413","paleo","Base",1841,618448.172117,690783.8,622083.8,72335.627883,3635.62788300001
"414","paleo","Base",1842,616547.5681881,690783.8,622083.8,74236.2318119,5536.2318119
"415","paleo","Base",1843,618969.39791452,690783.8,622083.8,71814.40208548,3114.40208548
"416","paleo","Base",1844,614514.96437507,690783.8,622083.8,76268.83562493,7568.83562493
"417","paleo","Base",1845,602681.702436,690783.8,622083.8,88102.097564,19402.097564
"418","paleo","Base",1846,598881.8317161,690783.8,622083.8,91901.9682839,23201.9682839
"419","paleo","Base",1847,610445.1435512,690783.8,622083.8,80338.6564488,11638.6564488
"420","paleo","Base",1848,619299.3536,690783.8,622083.8,71484.4464,2784.4464
"421","paleo","Base",1849,622083.8,690783.8,622083.8,68700,0
"422","paleo","Base",1850,621065.823898,690783.8,622083.8,69717.976102,1017.976102
"423","paleo","Base",1851,617592.3071854,690783.8,622083.8,73191.4928146,4491.49281460001
"424","paleo","Base",1852,620528.574034,690783.8,622083.8,70255.225966,1555.225966
"425","paleo","Base",1853,622078.155412,690783.8,622083.8,68705.644588,5.64458799999557
"426","paleo","Base",1854,622083.8,690783.8,622083.8,68700,0
"427","paleo","Base",1855,618137.570606,690783.8,622083.8,72646.229394,3946.22939400001
"428","paleo","Base",1856,615960.7335126,690783.8,622083.8,74823.0664874,6123.0664874
"429","paleo","Base",1857,607274.974796,690783.8,622083.8,83508.825204,14808.825204
"430","paleo","Base",1858,619846.3556138,690783.8,622083.8,70937.4443862,2237.4443862
"431","paleo","Base",1859,618865.2097762,690783.8,622083.8,71918.5902238,3218.59022379999
"432","paleo","Base",1860,617819.091977,690783.8,622083.8,72964.708023,4264.708023
"433","paleo","Base",1861,616681.9902917,690783.8,622083.8,74101.8097083,5401.8097083
"434","paleo","Base",1862,620875.320329,690783.8,622083.8,69908.479671,1208.47967099999
"435","paleo","Base",1863,614909.76459,690783.8,622083.8,75874.03541,7174.03541000001
"436","paleo","Base",1864,606709.1094194,690783.8,622083.8,84074.6905806,15374.6905806
"437","paleo","Base",1865,617900.32471,690783.8,622083.8,72883.47529,4183.47529
"438","paleo","Base",1866,619867.26987,690783.8,622083.8,70916.53013,2216.53013
"439","paleo","Base",1867,619439.935408,690783.8,622083.8,71343.864592,2643.864592
"440","paleo","Base",1868,620983.790571,690783.8,622083.8,69800.009429,1100.009429
"441","paleo","Base",1869,619224.782169,690783.8,622083.8,71559.017831,2859.017831
"442","paleo","Base",1870,617456.470097,690783.8,622083.8,73327.329903,4627.32990299999
"443","paleo","Base",1871,606108.5379731,690783.8,622083.8,84675.2620269,15975.2620269
"444","paleo","Base",1872,617938.828617,690783.8,622083.8,72844.971383,4144.971383
"445","paleo","Base",1873,620179.904945,690783.8,622083.8,70603.895055,1903.895055
"446","paleo","Base",1874,619866.183834,690783.8,622083.8,70917.616166,2217.61616600001
"447","paleo","Base",1875,620012.819982,690783.8,622083.8,70770.980018,2070.980018
"448","paleo","Base",1876,619895.54425,690783.8,622083.8,70888.25575,2188.25575
"449","paleo","Base",1877,619931.427671947,690783.8,622083.8,70852.372328053,2152.37232805301
"450","paleo","Base",1878,611785.621194,690783.8,622083.8,78998.178806,10298.178806
"451","paleo","Base",1879,606413.16972112,690783.8,622083.8,84370.63027888,15670.63027888
"452","paleo","Base",1880,618283.893485,690783.8,622083.8,72499.906515,3799.90651500001
"453","paleo","Base",1881,618974.131639,690783.8,622083.8,71809.668361,3109.668361
"454","paleo","Base",1882,614810.631878,690783.8,622083.8,75973.168122,7273.168122
"455","paleo","Base",1883,616055.0515183,690783.8,622083.8,74728.7484817,6028.7484817
"456","paleo","Base",1884,621314.57828,690783.8,622083.8,69469.22172,769.221720000001
"457","paleo","Base",1885,621780.352877,690783.8,622083.8,69003.447123,303.447123000005
"458","paleo","Base",1886,618181.418888,690783.8,622083.8,72602.381112,3902.381112
"459","paleo","Base",1887,617324.113155,690783.8,622083.8,73459.686845,4759.68684499999
"460","paleo","Base",1888,608377.720015,690783.8,622083.8,82406.079985,13706.079985
"461","paleo","Base",1889,576261.7881928,690783.8,622083.8,114522.0118072,45822.0118072
"462","paleo","Base",1890,618680.704643,690783.8,622083.8,72103.095357,3403.095357
"463","paleo","Base",1891,620428.363625,690783.8,622083.8,70355.436375,1655.436375
"464","paleo","Base",1892,614489.1077191,690783.8,622083.8,76294.6922809,7594.6922809
"465","paleo","Base",1893,607711.2368643,690783.8,622083.8,83072.5631357,14372.5631357
"466","paleo","Base",1894,617923.179354,690783.8,622083.8,72860.620646,4160.620646
"467","paleo","Base",1895,619262.7724394,690783.8,622083.8,71521.0275606,2821.02756060001
"468","paleo","Base",1896,614803.3364295,690783.8,622083.8,75980.4635705,7280.4635705
"469","paleo","Base",1897,619166.256843,690783.8,622083.8,71617.543157,2917.54315700001
"470","paleo","Base",1898,620676.478487,690783.8,622083.8,70107.321513,1407.321513
"471","paleo","Base",1899,618838.2842025,690783.8,622083.8,71945.5157975,3245.51579749999
"472","paleo","Base",1900,605351.3261988,690783.8,622083.8,85432.4738012,16732.4738012
"473","paleo","Base",1901,608805.7999029,690783.8,622083.8,81978.0000971,13278.0000971
"474","paleo","Base",1902,610643.16030954,690783.8,622083.8,80140.63969046,11440.63969046
"475","paleo","Base",1903,612377.7718908,690783.8,622083.8,78406.0281092,9706.0281092
"476","paleo","Base",1904,569361.466482,637794.2,576651.2,68432.733518,7289.73351800001
"477","observed","Base",1904,45097.393755,52989.6,45432.6,7892.206245,335.206244999998
"478","observed","Base",1905,612859.3603821,690783.8,622083.8,77924.4396179,9224.43961789999
"479","observed","Base",1906,621080.447245,690783.8,622083.8,69703.352755,1003.352755
"480","observed","Base",1907,622083.8,690783.8,622083.8,68700,0
"481","observed","Base",1908,621230.196277,690783.8,622083.8,69553.603723,853.603723000007
"482","observed","Base",1909,621183.367225,690783.8,622083.8,69600.432775,900.432774999994
"483","observed","Base",1910,619008.678622,690783.8,622083.8,71775.121378,3075.121378
"484","observed","Base",1911,618409.375277,690783.8,622083.8,72374.424723,3674.424723
"485","observed","Base",1912,619124.303537,690783.8,622083.8,71659.496463,2959.496463
"486","observed","Base",1913,620153.258394,690783.8,622083.8,70630.541606,1930.541606
"487","observed","Base",1914,620593.366214,690783.8,622083.8,70190.433786,1490.43378599999
"488","observed","Base",1915,618013.967934,690783.8,622083.8,72769.832066,4069.832066
"489","observed","Base",1916,618865.291306,690783.8,622083.8,71918.508694,3218.508694
"490","observed","Base",1917,620604.583832,690783.8,622083.8,70179.216168,1479.216168
"491","observed","Base",1918,617931.005396,690783.8,622083.8,72852.794604,4152.794604
"492","observed","Base",1919,615431.595743,690783.8,622083.8,75352.204257,6652.204257
"493","observed","Base",1920,619434.790726,690783.8,622083.8,71349.009274,2649.009274
"494","observed","Base",1921,621067.171228,690783.8,622083.8,69716.628772,1016.628772
"495","observed","Base",1922,620028.942155,690783.8,622083.8,70754.857845,2054.85784500001
"496","observed","Base",1923,620631.579009,690783.8,622083.8,70152.220991,1452.22099099999
"497","observed","Base",1924,616961.8643521,690783.8,622083.8,73821.9356479,5121.9356479
"498","observed","Base",1925,617818.4951245,690783.8,622083.8,72965.3048755,4265.3048755
"499","observed","Base",1926,610410.697718,690783.8,622083.8,80373.102282,11673.102282
"500","observed","Base",1927,617399.864664,690783.8,622083.8,73383.935336,4683.93533600001
"501","observed","Base",1928,619446.240538,690783.8,622083.8,71337.559462,2637.55946199999
"502","observed","Base",1929,619456.94845,690783.8,622083.8,71326.85155,2626.85155000001
"503","observed","Base",1930,617238.230279,690783.8,622083.8,73545.569721,4845.56972099999
"504","observed","Base",1931,591831.376839492,690783.8,622083.8,98952.423160508,30252.423160508
"505","observed","Base",1932,608437.6411158,690783.8,622083.8,82346.1588842,13646.1588842
"506","observed","Base",1933,607368.766589,690783.8,622083.8,83415.033411,14715.033411
"507","observed","Base",1934,545478.6138037,690783.8,622083.8,145305.1861963,76605.1861963
"508","observed","Base",1935,601874.3042233,690783.8,622083.8,88909.4957767,20209.4957767
"509","observed","Base",1936,614368.6572764,690783.8,622083.8,76415.1427236,7715.14272359999
"510","observed","Base",1937,618587.592799,690783.8,622083.8,72196.207201,3496.207201
"511","observed","Base",1938,618480.462579,690783.8,622083.8,72303.337421,3603.33742099999
"512","observed","Base",1939,601886.6294147,690783.8,622083.8,88897.1705853,20197.1705853
"513","observed","Base",1940,614174.7770139,690783.8,622083.8,76609.0229861,7909.02298609999
"514","observed","Base",1941,620298.304803,690783.8,622083.8,70485.495197,1785.495197
"515","observed","Base",1942,619400.146814,690783.8,622083.8,71383.653186,2683.653186
"516","observed","Base",1943,618877.393822,690783.8,622083.8,71906.406178,3206.406178
"517","observed","Base",1944,619473.8489,690783.8,622083.8,71309.9511,2609.95110000001
"518","observed","Base",1945,614687.3329923,690783.8,622083.8,76096.4670077,7396.4670077
"519","observed","Base",1946,617598.671168,690783.8,622083.8,73185.128832,4485.128832
"520","observed","Base",1947,621822.491899,690783.8,622083.8,68961.308101,261.308101000002
"521","observed","Base",1948,616652.058303,690783.8,622083.8,74131.741697,5431.741697
"522","observed","Base",1949,619280.400715,690783.8,622083.8,71503.399285,2803.39928499999
"523","observed","Base",1950,618777.541364,690783.8,622083.8,72006.258636,3306.258636
"524","observed","Base",1951,619783.989871,690783.8,622083.8,70999.810129,2299.810129
"525","observed","Base",1952,618966.258413,690783.8,622083.8,71817.541587,3117.541587
"526","observed","Base",1953,615566.6404868,690783.8,622083.8,75217.1595132,6517.1595132
"527","observed","Base",1954,607180.86160577,690783.8,622083.8,83602.93839423,14902.93839423
"528","observed","Base",1955,607893.47969703,690783.8,622083.8,82890.32030297,14190.32030297
"529","observed","Base",1956,611003.771649,690783.8,622083.8,79780.028351,11080.028351
"530","observed","Base",1957,619860.886374871,690783.8,622083.8,70922.913625129,2222.913625129
"531","observed","Base",1958,608595.8929371,690783.8,622083.8,82187.9070629,13487.9070629
"532","observed","Base",1959,594869.94358052,690783.8,622083.8,95913.85641948,27213.85641948
"533","observed","Base",1960,603314.7092827,690783.8,622083.8,87469.0907173,18769.0907173
"534","observed","Base",1961,562765.7067322,690783.8,622083.8,128018.0932678,59318.0932678
"535","observed","Base",1962,619185.3677631,690783.8,622083.8,71598.4322369,2898.43223689999
"536","observed","Base",1963,617067.7799092,690783.8,622083.8,73716.0200908,5016.0200908
"537","observed","Base",1964,617176.7986261,690783.8,622083.8,73607.0013739,4907.0013739
"538","observed","Base",1965,622083.8,690783.8,622083.8,68700,0
"539","observed","Base",1966,619536.858427,690783.8,622083.8,71246.941573,2546.94157299999
"540","observed","Base",1967,622083.8,690783.8,622083.8,68700,0
"541","observed","Base",1968,619874.26646,690783.8,622083.8,70909.53354,2209.53354
"542","observed","Base",1969,619598.623309,690783.8,622083.8,71185.176691,2485.176691
"543","observed","Base",1970,618586.393531,690783.8,622083.8,72197.406469,3497.40646900001
"544","observed","Base",1971,620288.877204,690783.8,622083.8,70494.922796,1794.922796
"545","observed","Base",1972,615512.72160669,690783.8,622083.8,75271.07839331,6571.07839331
"546","observed","Base",1973,619151.293215,690783.8,622083.8,71632.506785,2932.50678499999
"547","observed","Base",1974,616172.4348275,690783.8,622083.8,74611.3651725,5911.36517250001
"548","observed","Base",1975,619591.8795706,690783.8,622083.8,71191.9204294,2491.92042939999
"549","observed","Base",1976,610990.24464852,690783.8,622083.8,79793.55535148,11093.55535148
"550","observed","Base",1977,584573.5597624,690783.8,622083.8,106210.2402376,37510.2402376
"551","observed","Base",1978,618807.2692941,690783.8,622083.8,71976.5307059,3276.53070590001
"552","observed","Base",1979,617023.76816036,690783.8,622083.8,73760.03183964,5060.03183964
"553","observed","Base",1980,618143.373899,690783.8,622083.8,72640.426101,3940.426101
"554","observed","Base",1981,614092.838945,690783.8,622083.8,76690.961055,7990.96105500001
"555","observed","Base",1982,622083.8,690783.8,622083.8,68700,0
"556","observed","Base",1983,622076.633333,690783.8,622083.8,68707.166667,7.16666699999769
"557","observed","Base",1984,622083.8,690783.8,622083.8,68700,0
"558","observed","Base",1985,622083.8,690783.8,622083.8,68700,0
"559","observed","Base",1986,622083.8,690783.8,622083.8,68700,0
"560","observed","Base",1987,613207.326917,690783.8,622083.8,77576.473083,8876.47308299999
"561","observed","Base",1988,600779.368977,690783.8,622083.8,90004.431023,21304.431023
"562","observed","Base",1989,613609.5725461,690783.8,622083.8,77174.2274539,8474.2274539
"563","observed","Base",1990,589504.317462,690783.8,622083.8,101279.482538,32579.482538
"564","observed","Base",1991,606619.6956422,690783.8,622083.8,84164.1043578,15464.1043578
"565","observed","Base",1992,542744.987861,690783.8,622083.8,148038.812139,79338.812139
"566","observed","Base",1993,619790.274324,690783.8,622083.8,70993.525676,2293.52567599999
"567","observed","Base",1994,607284.6662323,690783.8,622083.8,83499.1337677,14799.1337677
"568","observed","Base",1995,620966.789418,690783.8,622083.8,69817.010582,1117.010582
"569","observed","Base",1996,616797.650361,690783.8,622083.8,73986.149639,5286.14963900001
"570","observed","Base",1997,621571.170434,690783.8,622083.8,69212.629566,512.629566000003
"571","observed","Base",1998,622083.8,690783.8,622083.8,68700,0
"572","observed","Base",1999,620855.45,690783.8,622083.8,69928.35,1228.35000000001
"573","observed","Base",2000,613608.123389,690783.8,622083.8,77175.676611,8475.67661099999
"574","observed","Base",2001,599844.6788425,690783.8,622083.8,90939.1211575,22239.1211575
"575","observed","Base",2002,605992.0827496,690783.8,622083.8,84791.7172504,16091.7172504
"576","observed","Base",2003,602307.787253,690783.8,622083.8,88476.012747,19776.012747
"577","observed","Base",2004,609106.8432313,690783.8,622083.8,81676.9567687,12976.9567687
"578","observed","Base",2005,619472.666173,690783.8,622083.8,71311.133827,2611.133827
"579","observed","Base",2006,613050.959402,690783.8,622083.8,77732.840598,9032.84059800001
"580","observed","Base",2007,605728.610122,690783.8,622083.8,85055.189878,16355.189878
"581","observed","Base",2008,617350.956672,690783.8,622083.8,73432.843328,4732.84332799999
"582","observed","Base",2009,618994.554428,690783.8,622083.8,71789.245572,3089.245572
"583","observed","Base",2010,572431.060593,637794.2,576651.2,65363.139407,4220.139407
"584","base","Base",1980,44216.1,52989.6,45432.6,8773.5,1216.5
"585","base","Base",1981,614092.838945,690783.8,622083.8,76690.961055,7990.96105500001
"586","base","Base",1982,622083.8,690783.8,622083.8,68700,0
"587","base","Base",1983,622076.633333,690783.8,622083.8,68707.166667,7.16666699999769
"588","base","Base",1984,622083.8,690783.8,622083.8,68700,0
"589","base","Base",1985,622083.8,690783.8,622083.8,68700,0
"590","base","Base",1986,622083.8,690783.8,622083.8,68700,0
"591","base","Base",1987,613207.326917,690783.8,622083.8,77576.473083,8876.47308299999
"592","base","Base",1988,600779.368977,690783.8,622083.8,90004.431023,21304.431023
"593","base","Base",1989,613609.5725461,690783.8,622083.8,77174.2274539,8474.2274539
"594","base","Base",1990,589504.317462,690783.8,622083.8,101279.482538,32579.482538
"595","base","Base",1991,606619.6956422,690783.8,622083.8,84164.1043578,15464.1043578
"596","base","Base",1992,542744.987861,690783.8,622083.8,148038.812139,79338.812139
"597","base","Base",1993,619790.274324,690783.8,622083.8,70993.525676,2293.52567599999
"598","base","Base",1994,607284.6662323,690783.8,622083.8,83499.1337677,14799.1337677
"599","base","Base",1995,620966.789418,690783.8,622083.8,69817.010582,1117.010582
"600","base","Base",1996,616797.650361,690783.8,622083.8,73986.149639,5286.14963900001
"601","base","Base",1997,621571.170434,690783.8,622083.8,69212.629566,512.629566000003
"602","base","Base",1998,622083.8,690783.8,622083.8,68700,0
"603","base","Base",1999,620855.45,690783.8,622083.8,69928.35,1228.35000000001
"604","base","Base",2000,613608.123389,690783.8,622083.8,77175.676611,8475.67661099999
"605","base","Base",2001,599844.6788425,690783.8,622083.8,90939.1211575,22239.1211575
"606","base","Base",2002,605992.0827496,690783.8,622083.8,84791.7172504,16091.7172504
"607","base","Base",2003,602307.787253,690783.8,622083.8,88476.012747,19776.012747
"608","base","Base",2004,609106.8432313,690783.8,622083.8,81676.9567687,12976.9567687
"609","base","Base",2005,619472.666173,690783.8,622083.8,71311.133827,2611.133827
"610","base","Base",2006,613050.959402,690783.8,622083.8,77732.840598,9032.84059800001
"611","base","Base",2007,605728.610122,690783.8,622083.8,85055.189878,16355.189878
"612","base","Base",2008,617350.956672,690783.8,622083.8,73432.843328,4732.84332799999
"613","base","Base",2009,618994.554428,690783.8,622083.8,71789.245572,3089.245572
"614","base","Base",2010,572431.060593,637794.2,576651.2,65363.139407,4220.139407
"615","ww","Base",2035,44247.880555,52989.6,45432.6,8741.719445,1184.719445
"616","ww","Base",2036,615599.336907,690783.8,622083.8,75184.463093,6484.46309300001
"617","ww","Base",2037,621822.735078,690783.8,622083.8,68961.064922,261.064922000005
"618","ww","Base",2038,620587.551936,690783.8,622083.8,70196.248064,1496.248064
"619","ww","Base",2039,620267.547853,690783.8,622083.8,70516.252147,1816.25214700001
"620","ww","Base",2040,617101.859497,690783.8,622083.8,73681.940503,4981.94050299999
"621","ww","Base",2041,618674.81471,690783.8,622083.8,72108.98529,3408.98529
"622","ww","Base",2042,607040.626085,690783.8,622083.8,83743.173915,15043.173915
"623","ww","Base",2043,605382.5834079,690783.8,622083.8,85401.2165921,16701.2165921
"624","ww","Base",2044,617979.577833,690783.8,622083.8,72804.222167,4104.222167
"625","ww","Base",2045,617872.993762,690783.8,622083.8,72910.806238,4210.80623799999
"626","ww","Base",2046,618739.311263,690783.8,622083.8,72044.488737,3344.48873700001
"627","ww","Base",2047,606005.648885,690783.8,622083.8,84778.151115,16078.151115
"628","ww","Base",2048,619760.853132,690783.8,622083.8,71022.946868,2322.946868
"629","ww","Base",2049,611322.716659,690783.8,622083.8,79461.083341,10761.083341
"630","ww","Base",2050,621736.307908,690783.8,622083.8,69047.492092,347.492092
"631","ww","Base",2051,618199.125584,690783.8,622083.8,72584.674416,3884.67441599999
"632","ww","Base",2052,619337.234836,690783.8,622083.8,71446.565164,2746.565164
"633","ww","Base",2053,619504.114193,690783.8,622083.8,71279.685807,2579.685807
"634","ww","Base",2054,618656.42613,690783.8,622083.8,72127.37387,3427.37387
"635","ww","Base",2055,612263.564265,690783.8,622083.8,78520.235735,9820.23573499999
"636","ww","Base",2056,606418.9509436,690783.8,622083.8,84364.8490564,15664.8490564
"637","ww","Base",2057,605977.971736,690783.8,622083.8,84805.828264,16105.828264
"638","ww","Base",2058,613641.052915,690783.8,622083.8,77142.747085,8442.747085
"639","ww","Base",2059,611568.87339,690783.8,622083.8,79214.92661,10514.92661
"640","ww","Base",2060,619294.28075,690783.8,622083.8,71489.51925,2789.51925
"641","ww","Base",2061,618958.930325,690783.8,622083.8,71824.869675,3124.86967500001
"642","ww","Base",2062,609112.68583,690783.8,622083.8,81671.11417,12971.11417
"643","ww","Base",2063,619196.92779,690783.8,622083.8,71586.87221,2886.87221
"644","ww","Base",2064,618850.715575,690783.8,622083.8,71933.084425,3233.08442499999
"645","ww","Base",2065,573103.117692,637794.2,576651.2,64691.082308,3548.082308
"646","hw","Base",2035,44257.4149814,52989.6,45432.6,8732.1850186,1175.1850186
"647","hw","Base",2036,608236.443123,690783.8,622083.8,82547.356877,13847.356877
"648","hw","Base",2037,620694.359928,690783.8,622083.8,70089.440072,1389.440072
"649","hw","Base",2038,620123.007744,690783.8,622083.8,70660.792256,1960.79225599999
"650","hw","Base",2039,620216.619008,690783.8,622083.8,70567.180992,1867.18099200001
"651","hw","Base",2040,612302.379694,690783.8,622083.8,78481.420306,9781.420306
"652","hw","Base",2041,618629.705051,690783.8,622083.8,72154.094949,3454.09494900001
"653","hw","Base",2042,602314.7363081,690783.8,622083.8,88469.0636919,19769.0636919
"654","hw","Base",2043,603748.8277077,690783.8,622083.8,87034.9722923,18334.9722923
"655","hw","Base",2044,612331.094262,690783.8,622083.8,78452.705738,9752.705738
"656","hw","Base",2045,614207.768879,690783.8,622083.8,76576.031121,7876.03112099999
"657","hw","Base",2046,619079.050289,690783.8,622083.8,71704.749711,3004.749711
"658","hw","Base",2047,599257.4704028,690783.8,622083.8,91526.3295972,22826.3295972
"659","hw","Base",2048,619211.840991,690783.8,622083.8,71571.959009,2871.95900900001
"660","hw","Base",2049,603152.9071099,690783.8,622083.8,87630.8928901,18930.8928901
"661","hw","Base",2050,619646.027313,690783.8,622083.8,71137.772687,2437.772687
