"k","sil_width"
2,0.476391581860207
3,0.438297909162696
4,0.426783748615177
5,0.43892436116435
6,0.365506430437443
7,0.367158712890939
8,0.336786631218961
9,0.339137517986961
10,0.357148642505941
11,0.360906859658794
12,0.362110224487635
13,0.342896283835497
14,0.337632007340684
15,0.342287636198815
16,0.346660724006603
17,0.352718124874679
18,0.354434831830361
