"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"mean",-0.0201116237033847,0.0709990164348681,0.0229213698427388,-0.00927028784276385,-0.00425279407901388,0.0487670473410556,0.0516576701854093,-0.00184765919816408,0.0164258804704009,0.0795094678005907,0.080743525168611,0.0758556385520067
"sd",0.713702509257698,0.651205522451565,0.457186238275169,0.283062044980051,0.524430033792339,0.746111223922341,0.797483454790084,0.795353289167209,0.642578508854481,0.506806060421608,0.640370558695528,0.534340260026074
