"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"mean",0.0788712318379926,0.137994781555384,0.0700638136050024,0.0193779880837308,0.00105426783100709,0.0646833351709881,0.0211081013507642,-0.0485040914743098,-0.0386855415963664,0.12782384118571,0.137631476082602,0.132904452856326
"sd",0.670344521817515,0.667498948976298,0.386222604808187,0.138162106387519,0.388426914616123,0.585499567883413,0.676653660447691,0.628977760502317,0.54799738399855,0.424900235666801,0.471246861576307,0.440693309390925
