"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"mean",0.00678692559802514,0.0764626303307032,0.0453529520349923,-0.00926248749859664,0.00199704581688231,0.017444575998621,0.00200457529505578,-0.0289525843016001,0.0193998391725695,0.0645233717994874,0.0708284205187599,0.0690747791841277
"sd",0.691929539569283,0.669521004881413,0.448426016909121,0.282172196826416,0.554389000298653,0.660770250683967,0.782185521610397,0.766690841121199,0.596636152897821,0.542145496897155,0.581927751409976,0.646545046415562
