"site_id","site_name","data","year","month","date","flow_m3s","thresh_m3s","norm"
"10128500","Weber River","CTN5",2005,8,2005-08-15,3.03356608232715,3.01037484486018,0.0215060960088299
"10128500","Weber River","CTN5",2005,9,2005-09-15,2.34074192373469,2.25047291486478,0.107855896544732
"10128500","Weber River","CTN5",2005,10,2005-10-15,1.89717344639849,2.03516729135528,-0.208141690822162
"10128500","Weber River","CTN5",2005,11,2005-11-15,2.01990948240563,1.8258393503921,0.417329276010857
"10128500","Weber River","CTN5",2005,12,2005-12-15,1.99760008951324,1.59815988231691,0.992467325216526
"10128500","Weber River","CTN5",2006,1,2006-01-15,1.70478564408028,1.50645412506615,0.647741157796487
"10128500","Weber River","CTN5",2006,2,2006-02-15,1.55838786115002,1.50628925632801,0.194621680854759
"10128500","Weber River","CTN5",2006,3,2006-03-15,1.78665883713285,1.77675681057963,0.0210166361393185
"10128500","Weber River","CTN5",2006,4,2006-04-15,9.0366185608182,4.61661192999168,1.75686629377655
"10128500","Weber River","CTN5",2006,5,2006-05-15,31.8940634911637,18.2142778613805,1.8276267104071
"10128500","Weber River","CTN5",2006,6,2006-06-15,11.9009559520142,21.0351906127833,-0.938363754056607
"10128500","Weber River","CTN5",2006,7,2006-07-15,3.73475355091901,5.96922406140764,-0.738581938878233
"10128500","Weber River","CTN5",2006,8,2006-08-15,3.33038227458218,3.01037484486018,0.287548294866897
"10128500","Weber River","CTN5",2006,9,2006-09-15,3.63594888551678,2.25047291486478,1.4196477142346
"10128500","Weber River","CTN5",2006,10,2006-10-15,3.93716040531772,2.03516729135528,2.22120453553716
"10128500","Weber River","CTN5",2006,11,2006-11-15,2.92748191766873,1.8258393503921,2.08073115798571
"10128500","Weber River","CTN5",2006,12,2006-12-15,2.26740705225217,1.59815988231691,1.59080423797615
"10128500","Weber River","CTN5",2007,1,2007-01-15,1.77687576760474,1.50645412506615,0.870773656887472
"10128500","Weber River","CTN5",2007,2,2007-02-15,2.1190565996007,1.50628925632801,2.05945827600978
"10128500","Weber River","CTN5",2007,3,2007-03-15,7.60834827686561,1.77675681057963,7.21697312187213
"10128500","Weber River","CTN5",2007,4,2007-04-15,8.85405338453155,4.61661192999168,1.69708781026426
"10128500","Weber River","CTN5",2007,5,2007-05-15,15.302296570822,18.2142778613805,-0.501216855113901
"10128500","Weber River","CTN5",2007,6,2007-06-15,2.76486094873681,21.0351906127833,-2.76112283420885
"10128500","Weber River","CTN5",2007,7,2007-07-15,2.82116964455088,5.96922406140764,-1.13280019804698
"10128500","Weber River","CTN5",2007,8,2007-08-15,2.71526638078871,3.01037484486018,-0.283922630552862
"10128500","Weber River","CTN5",2007,9,2007-09-15,2.84247320347065,2.25047291486478,0.661859867234491
"10128500","Weber River","CTN5",2007,10,2007-10-15,2.43478158001173,2.03516729135528,0.554085838484687
"10128500","Weber River","CTN5",2007,11,2007-11-15,1.72340006366269,1.8258393503921,-0.232323165495661
"10128500","Weber River","CTN5",2007,12,2007-12-15,1.46038520656512,1.59815988231691,-0.38049821488661
"10128500","Weber River","CTN5",2008,1,2008-01-15,1.36092210261956,1.50645412506615,-0.512479486233042
"10128500","Weber River","CTN5",2008,2,2008-02-15,1.27895124438477,1.50628925632801,-0.906485303102299
"10128500","Weber River","CTN5",2008,3,2008-03-15,1.40898217827059,1.77675681057963,-0.843763848562818
"10128500","Weber River","CTN5",2008,4,2008-04-15,2.46991617452601,4.61661192999168,-1.31966133636052
"10128500","Weber River","CTN5",2008,5,2008-05-15,20.720922279229,18.2142778613805,0.389998543282092
"10128500","Weber River","CTN5",2008,6,2008-06-15,26.6258838662423,21.0351906127833,0.441336659496739
"10128500","Weber River","CTN5",2008,7,2008-07-15,5.35299562495237,5.96922406140764,-0.181476522733163
"10128500","Weber River","CTN5",2008,8,2008-08-15,3.12922409081645,3.01037484486018,0.109069973085432
"10128500","Weber River","CTN5",2008,9,2008-09-15,2.93624994324596,2.25047291486478,0.758081992136963
"10128500","Weber River","CTN5",2008,10,2008-10-15,2.00238845641362,2.03516729135528,-0.0485634328221442
"10128500","Weber River","CTN5",2008,11,2008-11-15,2.23147119370889,1.8258393503921,0.843036834785621
"10128500","Weber River","CTN5",2008,12,2008-12-15,1.82223196621765,1.59815988231691,0.574599091127315
"10128500","Weber River","CTN5",2009,1,2009-01-15,1.78273577186638,1.50645412506615,0.888639355998317
"10128500","Weber River","CTN5",2009,2,2009-02-15,1.7346058199594,1.50628925632801,0.822535285505656
"10128500","Weber River","CTN5",2009,3,2009-03-15,2.92081958670469,1.77675681057963,2.04669001446459
"10128500","Weber River","CTN5",2009,4,2009-04-15,8.72136387284105,4.61661192999168,1.65314807484653
"10128500","Weber River","CTN5",2009,5,2009-05-15,27.8842235590325,18.2142778613805,1.35614902631996
